RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
58,1998,Marcy Playground,Marcy Playground,,1997,Pop/Rock
59,1998,Romanza,Andrea Bocelli,,1997,Vocal
60,1998,The Dirty Boogie,The Brian Setzer Orchestra,,1998,Pop/Rock
61,1998,Capital Punishment,Big Punisher,,1998,Rap
62,1998,Faith,Faith Hill,,1998,Country
63,1998,Pieces Of You,Jewel,,1995,Pop/Rock
65,1998,Pilgrim,Eric Clapton,,1998,Pop/Rock
66,1998,Evolution,Boyz II Men,,1997,R&B
67,1998,The Book Of Secrets,Loreena McKennitt,,1997,Folk
70,1998,One Step At A Time,George Strait,,1998,Country
71,1998,(Songbook) A Collection Of Hits,Trisha Yearwood,,1997,Country
72,1998,Songs From Ally McBeal (TV Soundtrack),Vonda Shepard,,1998,Pop/Rock
73,1998,Soul Food,Soundtrack,,1997,N/A
74,1998,So Much For The Afterglow,Everclear,,1997,Pop/Rock
76,1998,Tribute,Yanni,,1997,New Age
77,1998,Follow The Leader,Korn,,1998,Pop/Rock
79,1998,Rated Next,Next,,1997,R&B
81,1998,Snowed In,Hanson,,1997,Pop/Rock
85,1998,Urban Hymns,The Verve,,1997,Pop/Rock
86,1998,Adore,The Smashing Pumpkins,,1998,Pop/Rock
87,1998,Mya,Mya,,1998,R&B
88,1998,All The Pain Money Can Buy: 25th Anniversary Edition,Fastball,,1998,Pop/Rock
89,1998,The Players Club,Soundtrack,,1998,Pop/Rock
90,1998,Unpredictable,Mystikal,,1997,Rap
92,1998,Ophelia,Natalie Merchant,,1998,Pop/Rock
93,1998,I Got The Hook-Up!,Soundtrack,,1998,Stage & Screen
94,1998,My Best Friend's Wedding,Soundtrack,,1997,Stage & Screen
95,1998,The Boy Is Mine,Monica,,1998,R&B
96,1998,When Disaster Strikes...,Busta Rhymes,,1997,Rap
97,1998,Life Or Death,C-Murder,,1998,Rap
98,1998,Tidal,Fiona Apple,,1996,Pop/Rock
99,1998,Supposed Former Infatuation Junkie,Alanis Morissette,,1998,Pop/Rock
100,1998,Sublime,Sublime,,1996,Pop/Rock
101,1998,Back To Titanic,Soundtrack,,1998,Stage & Screen
102,1998,This Fire,Paula Cole,,1996,Pop/Rock
103,1998,Hellbilly Deluxe,Rob Zombie,,1998,Pop/Rock
104,1998,BBC Sessions,Led Zeppelin,,1997,Pop/Rock
105,1998,The Ozzman Cometh,Ozzy Osbourne,,2002,Pop/Rock
106,1998,Days Of The New,Days Of The New,,1997,Pop/Rock
107,1998,ESPN Presents: Jock Jams Volume 3,Various Artists,,1997,Pop/Rock
108,1998,Evolution,Martina McBride,,1997,Country
109,1998,Aquemini,OutKast,,1998,Rap
111,1998,Big Bad Voodoo Daddy,Big Bad Voodoo Daddy,,1994,Pop/Rock
112,1998,Life After Death,The Notorious B.I.G.,,1997,Rap
113,1998,Rush Hour,Soundtrack,,1998,Rap
114,1998,Feeling Strangely Fine,Semisonic,,1998,Pop/Rock
116,1998,Floored,Sugar Ray,,1997,Pop/Rock
117,1998,EMBRYA,Maxwell,,1998,R&B
118,1998,Version 2.0,Garbage,,1998,Pop/Rock
120,1998,If You See Him,Reba McEntire,,1998,Country
122,1998,All Saints,All Saints,,1997,Pop/Rock
124,1998,The Colour And The Shape,Foo Fighters,,1997,Pop/Rock
125,1998,Eve 6,Eve 6,,1998,Pop/Rock
126,1998,Sparkle,Sparkle,,1998,R&B
127,1998,"Money, Power & Respect",The Lox,,1998,Rap
129,1998,Nine Lives,Aerosmith,,1997,Pop/Rock
130,1998,Robyn Is Here,Robyn,,1997,Pop/Rock
131,1998,N.O.R.E.,Noreaga,,1998,Rap
132,1998,Rock Spectacle,Barenaked Ladies,,1996,Pop/Rock
133,1998,Traces Of My Lipstick,Xscape,,1998,R&B
134,1998,Ultimate Dance Party 1998,Various Artists,,1997,Pop/Rock
135,1998,Blue,LeAnn Rimes,,1996,Country
137,1998,Bringing Down The Horse,The Wallflowers,,1996,Pop/Rock
138,1998,Whatever And Ever Amen,Ben Folds Five,,1997,Pop/Rock
139,1998,Soul Of A Woman,Kelly Price,,1998,R&B
141,1998,Anastasia,Soundtrack,,1997,Stage & Screen
142,1998,OK Computer,Radiohead,,1997,Pop/Rock
143,1998,The Globe Sessions,Sheryl Crow,,1998,Pop/Rock
144,1998,Falling Into You,Celine Dion,,1996,Pop/Rock
145,1998,High Mileage,Alan Jackson,,1998,Country
146,1998,My Homies,Scarface,,1998,Rap
147,1998,Second-Hand Smoke,Sublime,,1997,Pop/Rock
148,1998,From The Choirgirl Hotel,Tori Amos,,1998,Pop/Rock
149,1998,Pure Disco 2,Various Artists,,1997,R&B
150,1998,"In My Lifetime, Vol. 1",JAY-Z,,1997,Rap
151,1998,How Stella Got Her Groove Back,Soundtrack,,1998,Stage & Screen
152,1998,CELEBRITY SKIN,Hole,,1998,Pop/Rock
153,1998,3 Car Garage: The Indie Recordings '95-'96,Hanson,,1998,Pop/Rock
154,1998,Love & Consequences,Gerald Levert,,1998,R&B
155,1998,Still Standing,Goodie Mob,,1998,Rap
156,1998,Dude Ranch,Blink-182,,1997,Pop/Rock
157,1998,Bridges To Babylon,The Rolling Stones,,1997,Pop/Rock
158,1998,Christmas Live,Mannheim Steamroller,,1997,New Age
159,1998,Share My World,Mary J. Blige,,1997,R&B
160,1998,Labor Of Love,Sammy Kershaw,,1997,Country
161,1998,Sehnsucht,Rammstein,,1998,Pop/Rock
162,1998,Dizzy Up The Girl,Goo Goo Dolls,,1998,Pop/Rock
163,1998,Deuces Wild,B.B. King,,1997,Blues
164,1998,The Nu Nation Project,Kirk Franklin,,1998,Religious
165,1998,For The Record: 41 Number One Hits,Alabama,,1999,Country
166,1998,ESPN Presents: Jock Jams Vol. 4,Various Artists,,1998,Pop/Rock
167,1998,There's One In Every Family,Fiend,,1998,Rap
168,1998,I'm Alright,Jo Dee Messina,,1998,Country
169,1998,"Diana, Princess Of Wales - Tribute",Various Artists,,1997,Pop/Rock
170,1998,Let's Ride,Montell Jordan,,1998,R&B
172,1998,Carrying Your Love With Me,George Strait,,1997,Country
173,1998,The Key,Vince Gill,,1998,Country
174,1998,Misguided Roses,Edwin McCain,,1997,Pop/Rock
175,1998,God's Property,God's Property From Kirk Franklin's Nu Nation,,1997,Religious
176,1998,Van Halen 3,Van Halen,,1998,Pop/Rock
177,1998,The Great Milenko,Insane Clown Posse,,1997,Pop/Rock
180,1998,AEnima,Tool,,1996,Pop/Rock
181,1998,5,Lenny Kravitz,,1998,Pop/Rock
182,1998,MTV Party To Go 98,Various Artists,,1997,R&B
183,1998,Fundamental,Bonnie Raitt,,1998,Pop/Rock
184,1998,Can't Hardly Wait,Soundtrack,,1998,Stage & Screen
185,1998,The Wedding Singer Volume 2,Soundtrack,,1998,Stage & Screen
186,1998,El Nino,Def Squad,,1998,Rap
187,1998,The Love Movement,A Tribe Called Quest,,1998,Rap
188,1998,Pure Funk,Various Artists,,1998,R&B
189,1998,Space Jam,Soundtrack,,1996,Stage & Screen
190,1998,StilL In The Game,Keith Sweat,,1998,R&B
191,1998,Time Out Of Mind,Bob Dylan,,1997,Pop/Rock
193,1998,Long Time No See,Chico DeBarge,,1997,R&B
195,1998,Greatest Hits,John Michael Montgomery,,1997,Country
196,1998,gloria!,Gloria Estefan,,1998,Pop/Rock
200,1998,A Very Special Christmas 3,Various Artists,,1997,Pop/Rock
