RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
99,2004,Comin' From Where I'm From,Anthony Hamilton,,2003,R&B
100,2004,Audioslave,Audioslave,,---, 
101,2004,Comin' On Strong,Trace Adkins,,2003,Country
102,2004,Get Rich Or Die Tryin',50 Cent,,2003,Rap
103,2004,The Girl In The Other Room,Diana Krall,,2004,Jazz
104,2004,Number Ones,Michael Jackson,,2003,R&B
105,2004,Top Of The World Tour Live,Dixie Chicks,,2003,Country
106,2004,Dance With My Father,Luther Vandross,,2003,R&B
107,2004,Now 17,Various Artists,,2004,Pop/Rock
108,2004,The Young And The Hopeless,Good Charlotte,,2002,Pop/Rock
109,2004,It Had To Be You ... The Great American Songbook,Rod Stewart,,2002,Pop/Rock
110,2004,This Is Not A Test!,Missy Elliott,,2003,Rap
111,2004,Franz Ferdinand,Franz Ferdinand,,2004,Pop/Rock
112,2004,Hilary Duff,Hilary Duff,,2004,Pop/Rock
113,2004,Trapt,Trapt,,2002,Pop/Rock
114,2004,soulstar,Musiq,,2003,R&B
115,2004,Harry For The Holidays,"Harry Connick, Jr.",,2003,Vocal
116,2004,Tha Carter,Lil Wayne,,2004,Rap
117,2004,Life On Display,Puddle Of Mudd,,2003,Pop/Rock
118,2004,The Battle For Everything,Five For Fighting,,2004,Pop/Rock
119,2004,Stardust... The Great American Songbook Vol. III,Rod Stewart,,2004,Pop/Rock
120,2004,"No Pads, No Helmets...Just Balls",Simple Plan,,2002,Pop/Rock
121,2004,Start Something,Lostprophets,,2004,Pop/Rock
122,2004,Hood Hop,J-Kwon,,2004,Rap
123,2004,The King Of Crunk & BME Recordings Present,Lil Scrappy/Trillville,,2004,Rap
124,2004,Still Writing In My Diary: 2nd Entry,Petey Pablo,,2004,Rap
125,2004,The DEFinition,LL Cool J,,2004,Rap
126,2004,Casting Crowns,Casting Crowns,,2003,Religious
127,2004,Spider-Man 2,Soundtrack,,2004,Stage & Screen
128,2004,Films About Ghosts: The Best Of...,Counting Crows,,2003,Pop/Rock
129,2004,Permission To Land,The Darkness,,2003,Pop/Rock
130,2004,Sacred Love,Sting,,2003,Pop/Rock
131,2004,2004 Grammy Nominees,Various Artists,,2004,Pop/Rock
132,2004,Page Avenue,Story Of The Year,,2003,Pop/Rock
133,2004,Greatest Hits,Shania Twain,,2004,Country
134,2004,I Don't Want You Back,Eamon,,2004,Rap
135,2004,Results May Vary,Limp Bizkit,,2003,Pop/Rock
136,2004,The Lord Of The Rings: The Return Of The King,Soundtrack,,2003,Stage & Screen
137,2004,Me And Mr Johnson,Eric Clapton,,2004,Pop/Rock
138,2004,The R. In R&B Collection: Volume One,R. Kelly,,2003,R&B
139,2004,NOW That's What I Call Christmas! 2: The Signature Collection,Various Artists,,2003,Holiday
140,2004,Catalyst,New Found Glory,,2004,Pop/Rock
141,2004,Beautifully Human: Words And Sounds Vol. 2,Jill Scott,,2004,R&B
142,2004,Greatest Hits,LeAnn Rimes,,2003,Country
143,2004,Stripped,Christina Aguilera,,2002,Pop/Rock
144,2004,Living Legends,8Ball & MJG,,2004,Rap
145,2004,Feels Like Today,Rascal Flatts,,2004,Country
146,2004,Bad Boy's 10th Anniversary... The Hits,Various Artists,,2004,Pop/Rock
147,2004,Red Dirt Road,Brooks & Dunn,,2003,Country
148,2004,Hot Fuss,The Killers,,2004,Pop/Rock
149,2004,Dierks Bentley,Dierks Bentley,,2003,Country
150,2004,Try This,P!nk,,2003,Pop/Rock
151,2004,Honkin' On Bobo,Aerosmith,,2004,Pop/Rock
152,2004,Welcome Back,Mase,,2004,Rap
153,2004,Trap Muzik,T.I.,,2003,Rap
154,2004,Tical 0: The Prequel,Method Man,,2004,Rap
155,2004,SPLINTER,The Offspring,,2003,Pop/Rock
156,2004,The Soul Sessions (EP),Joss Stone,,2003,R&B
157,2004,What I Do,Alan Jackson,,2004,Country
158,2004,Dutty Rock,Sean Paul,,2002,Reggae
159,2004,Where You Want To Be,Taking Back Sunday,,2004,Pop/Rock
160,2004,We Are Not Alone,Breaking Benjamin,,2004,Pop/Rock
161,2004,Tasty,Kelis,,2003,R&B
162,2004,"No Shoes, No Shirt, No Problems",Kenny Chesney,,2002,Country
163,2004,Greatest Hits 2,Toby Keith,,2004,Country
164,2004,Tim McGraw And The Dancehall Doctors,Tim McGraw,,2002,Country
165,2004,Big Money Heavyweight,Big Tymers,,2003,Rap
166,2004,The Best Of Both Worlds,Van Halen,,2004,Pop/Rock
167,2004,Love Actually,Soundtrack,,2003,Stage & Screen
168,2004,Leave A Whisper,Shinedown,,2003,Pop/Rock
169,2004,And Then...,Joe,,2003,R&B
170,2004,More Than You Think You Are,matchbox twenty,,2002,Pop/Rock
171,2004,The Chronicles Of Life And Death,Good Charlotte,,2004,Pop/Rock
172,2004,A Cinderella Story,Soundtrack,,2004,Stage & Screen
173,2004,Elephant,The White Stripes,,2003,Pop/Rock
174,2004,Michael Buble,Michael Buble,,2003,Vocal
175,2004,Seal IV,Seal,,N/A,Pop/Rock
176,2004,WOW Hits 2004,Various Artists,,2003,Religious
177,2004,Goodies,Ciara,,2004,R&B
178,2004,Another 700 Miles (EP),3 Doors Down,,2003,Pop/Rock
179,2004,My Everything,Anita Baker,,2004,R&B
180,2004,The Other Side (EP),Godsmack,,2004,Pop/Rock
181,2004,Elv1s: 30 #1 Hits,Elvis Presley,,2002,Pop/Rock
182,2004,Godfather Buried Alive,Shyne,,2004,Rap
183,2004,Hard,Jagged Edge,,2003,R&B
184,2004,Dino: The Essential Dean Martin,Dean Martin,,2004,Vocal
185,2004,Part II,Lil Jon & The East Side Boyz,,2003,Rap
186,2004,See If I Care,Gary Allan,,2003,Country
187,2004,The Central Park Concert,Dave Matthews Band,,2003,Pop/Rock
188,2004,So-Called Chaos,Alanis Morissette,,2004,Pop/Rock
189,2004,Finger Eleven,Finger Eleven,,2003,Pop/Rock
190,2004,Some Devil,Dave Matthews,,2003,Pop/Rock
191,2004,Be Here,Keith Urban,,2004,Country
192,2004,Trouble,Akon,,2004,R&B
193,2004,Coldplay Live 2003,Coldplay,,2003,Pop/Rock
194,2004,M.A.D.E.,Memphis Bleek,,2003,Rap
195,2004,Freaky Friday,Soundtrack,,2003,Stage & Screen
196,2004,Split Personality,Cassidy,,2004,Rap
197,2004,Let's Talk About It,Carl Thomas,,2004,R&B
198,2004,Greatest Hits Vol. I,Korn,,2004,Pop/Rock
199,2004,The Lizzie McGuire Movie,Soundtrack,,2003,Stage & Screen
200,2004,Early Days & Latter Days: The Best Of Led Zeppelin Volumes One And Two,Led Zeppelin,,2002,Pop/Rock
