RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
121,2016,Greatest Hits,2Pac,,1998,Rap
122,2016,Trilogy,The Weeknd,,2012,R&B
123,2016,Greatest Hits So Far...,Zac Brown Band,,2014,Country
124,2016,Here's To The Good Times,Florida Georgia Line,,2012,Country
125,2016,Christmas,Michael Buble,,2011,Vocal
126,2016,19,Adele,,2008,Pop/Rock
127,2016,Encore: Movie Partners Sing Broadway,Barbra Streisand,,2016,Vocal
128,2016,Illuminate,Shawn Mendes,,2016,Pop/Rock
129,2016,1000 Forms Of Fear,Sia,,2014,Pop/Rock
130,2016,The Art Of Hustle,Yo Gotti,,2016,Rap
131,2016,Rodeo,Travis Scott,,2015,Rap
132,2016,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,,2015,Pop/Rock
133,2016,Greatest Hits,Guns N' Roses,,2004,Pop/Rock
134,2016,Blank Face LP,ScHoolboy Q,,2016,Rap
135,2016,Free TC,Ty Dolla $ign,,2015,Rap
136,2016,Low Kii Savage (EP),Kiiara,,2016,Pop/Rock
137,2016,The Marshall Mathers LP 2,Eminem,,2013,Rap
138,2016,Encore,DJ Snake,,2016,Electronic
139,2016,us (EP),gnash,,2016,Pop/Rock
140,2016,Got Your Six,Five Finger Death Punch,,2015,Pop/Rock
141,2016,Epic AF,Various Artists,,2016,Rap
142,2016,AT.LONG.LAST.A$AP,A$AP Rocky,,2015,Rap
143,2016,Star Wars: The Force Awakens,Soundtrack,,2015,Stage & Screen
144,2016,Everybody Looking,Gucci Mane,,2016,Rap
145,2016,Hero,Maren Morris,,2016,Country
146,2016,Their Greatest Hits 1971-1975,Eagles,,1976,Pop/Rock
147,2016,Doo-Wops & Hooligans,Bruno Mars,,2010,Pop/Rock
148,2016,Recovery,Eminem,,2010,Rap
149,2016,NOW 59,Various Artists,,2016,Pop/Rock
150,2016,This Is What The Truth Feels Like,Gwen Stefani,,2016,Pop/Rock
151,2016,Sremmlife 2,Rae Sremmurd,,2016,Rap
152,2016,Last Year Was Complicated,Nick Jonas,,2016,Pop/Rock
153,2016,Born Sinner,J. Cole,,2013,Rap
154,2016,I Am...Sasha Fierce,Beyonce,,2008,R&B
155,2016,The Very Best Of The Eagles,Eagles,,2003,Pop/Rock
156,2016,Chronicle (The 20 Greatest Hits),Creedence Clearwater Revival,,1976,Pop/Rock
157,2016,Graduation,Kanye West,,2007,Rap
158,2016,Church In These Streets,Jeezy,,2015,Rap
159,2016,The Hits/The B-Sides,Prince,,1993,R&B
160,2016,Back In Black,AC/DC,,1980,Pop/Rock
161,2016,Nevermind,Nirvana,,1991,Pop/Rock
162,2016,Bobby Tarantino,Logic,,2016,Rap
163,2016,"At Night, Alone.",Mike Posner,,2016,Pop/Rock
164,2016,I Told You,Tory Lanez,,2016,R&B
165,2016,Greatest Hits,Red Hot Chili Peppers,,2003,Pop/Rock
166,2016,The Intro (EP),Ruth B,,N/A,N/A
167,2016,Untamed,Cam,,2015,Country
168,2016,Lil Uzi Vert Vs. The World,Lil Uzi Vert,,2016,Rap
169,2016,Sound & Color,Alabama Shakes,,2015,Pop/Rock
170,2016,NOW 58,Various Artists,,2016,Pop/Rock
171,2016,"Too Weird To Live, Too Rare To Die!",Panic! At The Disco,,2013,Pop/Rock
172,2016,Glory,Britney Spears,,2016,Pop/Rock
173,2016,Greatest Hits,Fleetwood Mac,,1988,Pop/Rock
174,2016,ColleGrove,2 Chainz,,2016,Rap
175,2016,Kidz Bop 31,Kidz Bop Kids,,2016,Children's
176,2016,Professional Rapper,Lil Dicky,,2015,Rap
177,2016,The Truth (EP),Mike Posner,,2015,Pop/Rock
178,2016,Thriller,Michael Jackson,,1982,R&B
179,2016,Black Market,Rick Ross,,2015,Rap
180,2016,A Seat At The Table,Solange,,2016,R&B
181,2016,Illinois,Brett Eldredge,,2015,Country
182,2016,Still Brazy,YG,,2016,Rap
183,2016,Kidz Bop 30,Kidz Bop Kids,,2015,Children's
184,2016,Greatest Hits 1970-2002,Elton John,,2002,Pop/Rock
185,2016,Savage Mode,21 Savage & Metro Boomin,,2016,Rap
186,2016,My Beautiful Dark Twisted Fantasy,Kanye West,,2010,Rap
187,2016,PARTYNEXTDOOR 3 (P3),PARTYNEXTDOOR,,2016,R&B
188,2016,OWSLA World Wide Broadcast,Various Artists,,2016,Electronic
189,2016,A Pentatonix Christmas,Pentatonix,,2016,Holiday
190,2016,2016 Grammy Nominees,Various Artists,,2016,Pop/Rock
191,2016,Dark Sky Island,Enya,,2015,New Age
192,2016,Sounds Good Feels Good,5 Seconds Of Summer,,2015,Pop/Rock
193,2016,Under Pressure,Logic,,2014,Rap
194,2016,Unleashed,Skillet,,2016,Religious
195,2016,Revolution Radio,Green Day,,2016,Pop/Rock
196,2016,Letters From The Labyrinth,Trans-Siberian Orchestra,,2015,Pop/Rock
197,2016,California Sunrise,Jon Pardi,,2016,Country
198,2016,Stages,Josh Groban,,2015,Vocal
199,2016,BLACKsummers'night,Maxwell,,2016,R&B
200,2016,1999,Prince,,1982,R&B
