RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
139,1999,The Battle Of Los Angeles,Rage Against The Machine,,1999,Pop/Rock
141,1999,Live On Two Legs,Pearl Jam,,1998,Pop/Rock
142,1999,Personal Conversation,Case,,1999,R&B
143,1999,Things Fall Apart,The Roots,,1999,Rap
144,1999,Rush Hour,Soundtrack,,1998,Rap
145,1999,Tonight The Stars Revolt!,Powerman 5000,,1999,Pop/Rock
147,1999,Eve 6,Eve 6,,1998,Pop/Rock
148,1999,Keep The Faith,Faith Evans,,1998,R&B
149,1999,Soul's Core,Shawn Mullins,,1998,Pop/Rock
150,1999,Everywhere We Go,Kenny Chesney,,1999,Country
151,1999,Prolonging The Magic,Cake,,1998,Pop/Rock
152,1999,Classics In The Key Of G,Kenny G,,1999,Jazz
154,1999,One Wish,Deborah Cox,,1998,R&B
156,1999,1999 Grammy Nominees,Various Artists,,1999,Pop/Rock
157,1999,Rainbow,Mariah Carey,,1999,R&B
158,1999,Beach House On The Moon,Jimmy Buffett,,1999,Pop/Rock
159,1999,Songs From Dawson's Creek,Soundtrack,,1999,Stage & Screen
162,1999,The Christmas Angel,Mannheim Steamroller,,1998,New Age
163,1999,Evolution,Martina McBride,,1997,Country
164,1999,The Fragile,Nine Inch Nails,,1999,Pop/Rock
166,1999,The Amazing Jeckel Brothers,Insane Clown Posse,,1999,Pop/Rock
168,1999,One Night Only,Bee Gees,,1998,Pop/Rock
169,1999,Violator The Album,Various Artists,,1999,Rap
170,1999,A Love Like Ours,Barbra Streisand,,1999,Vocal
171,1999,The Art Of Storytelling,Slick Rick,,1999,Rap
172,1999,Dr. Dolittle: The Album,Soundtrack,,1998,Stage & Screen
174,1999,Marc Anthony,Marc Anthony,,1999,Latin
175,1999,Varsity Blues,Soundtrack,,1999,Stage & Screen
176,1999,For The Record: 41 Number One Hits,Alabama,,1999,Country
177,1999,A Day In The Life,Eric Benet,,1999,R&B
178,1999,Spiceworld,Spice Girls,,1997,Pop/Rock
179,1999,Phoenix Rising,The Temptations,,1998,R&B
181,1999,All Saints,All Saints,,1997,Pop/Rock
182,1999,Speechless,Steven Curtis Chapman,,1999,Religious
183,1999,Buckcherry,Buckcherry,,1999,Pop/Rock
184,1999,Thug Mentality 1999,Krayzie Bone,,1999,Rap
185,1999,You Can't Stop The Bum Rush,Len,,1999,Pop/Rock
187,1999,702,702,,1999,R&B
188,1999,LFO,LFO,,1999,Pop/Rock
189,1999,Everywhere,Tim McGraw,,1997,Country
190,1999,Millennium Hip-Hop Party,Various Artists,,1999,Rap
191,1999,High Mileage,Alan Jackson,,1998,Country
192,1999,The Distance To Here,Live,,1999,Pop/Rock
193,1999,Euphoria,Def Leppard,,1999,Pop/Rock
194,1999,Titanic,Soundtrack,,1997,Stage & Screen
198,1999,Mechanical Animals,Marilyn Manson,,1998,Pop/Rock
199,1999,Brand New Day,Sting,,1999,Pop/Rock
200,1999,Mya,Mya,,1998,R&B
