RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
48,2001,Sound Loaded,Ricky Martin,,2000,Latin
49,2001,Music,Madonna,,2000,Pop/Rock
50,2001,Moulin Rouge,Soundtrack,,2002,Stage & Screen
51,2001,Aaliyah,Aaliyah,,2001,R&B
52,2001,The Blueprint,JAY-Z,,2001,Rap
53,2001,Double Wide,Uncle Kracker,,2000,Pop/Rock
54,2001,"Whoa, Nelly!",Nelly Furtado,,2000,Pop/Rock
55,2001,Awake,Godsmack,,2000,Pop/Rock
56,2001,Aijuswanaseing (I Just Want To Sing),Musiq Soulchild,,2000,R&B
57,2001,It Was All A Dream,Dream,,2001,Pop/Rock
59,2001,Scorpion,Eve,,2001,Rap
60,2001,8701,Usher,,2001,R&B
62,2001,Take Off Your Pants And Jacket,Blink-182,,2001,Pop/Rock
63,2001,The Gift Of Game,Crazy Town,,1999,Pop/Rock
64,2001,Something Like Human,Fuel,,2000,Pop/Rock
65,2001,I Hope You Dance,Lee Ann Womack,,2000,Country
66,2001,O-Town,O-Town,,2001,Pop/Rock
67,2001,White Ladder,David Gray,,1998,Pop/Rock
68,2001,Charlie's Angels,Soundtrack,,2000,Stage & Screen
69,2001,Greatest Hits,Kenny Chesney,,2000,Country
70,2001,The Sickness,Disturbed,,2000,Pop/Rock
72,2001,The Marshall Mathers LP,Eminem,,2000,Rap
73,2001,Thugs Are Us,Trick Daddy,,2001,Rap
74,2001,Set This Circus Down,Tim McGraw,,2001,Country
75,2001,All Killer No Filler,Sum 41,,2001,Pop/Rock
76,2001,3LW,3LW,,2000,Pop/Rock
77,2001,Restless,Xzibit,,2000,Rap
78,2001,Free City,St. Lunatics,,2001,Rap
79,2001,ANThology,Alien Ant Farm,,2001,Pop/Rock
80,2001,Silver Side Up,Nickelback,,2001,Pop/Rock
81,2001,Jagged Little Thrill,Jagged Edge,,2001,R&B
82,2001,Pain Is Love,Ja Rule,,2001,Rap
83,2001,Weezer,Weezer,,1994,Pop/Rock
84,2001,Let's Get Ready,Mystikal,,2000,Rap
85,2001,No More Drama,Mary J. Blige,,2001,R&B
86,2001,Mama's Gun,Erykah Badu,,2000,R&B
87,2001,The Writing's On The Wall,Destiny's Child,,1999,R&B
88,2001,NOW,Maxwell,,2001,R&B
89,2001,Just Push Play,Aerosmith,,2001,Pop/Rock
90,2001,Make Yourself,Incubus,,1999,Pop/Rock
91,2001,The Life,Ginuwine,,2001,R&B
92,2001,Dream A Dream,Charlotte Church,,2000,Classical
93,2001,Gorillaz,Gorillaz,,2001,Pop/Rock
94,2001,Conspiracy Of One,The Offspring,,2000,Pop/Rock
95,2001,The W,Wu-Tang Clan,,2000,Rap
96,2001,Christina Aguilera,Christina Aguilera,,1999,Pop/Rock
97,2001,Acoustic Soul,India.Arie,,2001,R&B
98,2001,Can't Take Me Home,P!nk,,2000,Pop/Rock
100,2001,[Ghetto Love],Jaheim,,2001,R&B
101,2001,Toxicity,System Of A Down,,2001,Pop/Rock
102,2001,Sinner,Drowning Pool,,2001,Pop/Rock
104,2001,Revelation,98 Degrees,,2000,Pop/Rock
105,2001,Parachutes,Coldplay,,2000,Pop/Rock
106,2001,The Fast And The Furious,Soundtrack,,2001,Stage & Screen
107,2001,Born To Fly,Sara Evans,,2000,Country
108,2001,Luther Vandross,Luther Vandross,,2001,R&B
109,2001,The Great Depression,DMX,,2001,Rap
111,2001,Play,Moby,,1999,Electronic
112,2001,DJ Clue? The Professional 2,DJ Clue,,2000,Rap
113,2001,Crush,Bon Jovi,,2000,Pop/Rock
114,2001,Totally Hits 3,Various Artists,,2000,Pop/Rock
116,2001,Infest,Papa Roach,,2000,Pop/Rock
117,2001,Satellite,P.O.D.,,2001,Pop/Rock
118,2001,Britney,Britney Spears,,2001,Pop/Rock
119,2001,In Blue,The Corrs,,2000,Pop/Rock
120,2001,Totally Hits 2001,Various Artists,,2001,Pop/Rock
121,2001,RENEGADES,Rage Against The Machine,,2000,Pop/Rock
122,2001,One Voice,Billy Gilman,,2000,Country
123,2001,When Somebody Loves You,Alan Jackson,,2000,Country
124,2001,The Understanding,Memphis Bleek,,2000,Rap
125,2001,Force Of Nature,Tank,,2001,R&B
126,2001,Wingspan: Hits And History,Paul McCartney,,2001,Pop/Rock
129,2001,Project English,Juvenile,,2001,Rap
130,2001,My Kind Of Christmas,Christina Aguilera,,2000,Pop/Rock
131,2001,How Do You Like Me Now?!,Toby Keith,,1999,Country
133,2001,Live In London And More...,Donnie McClurkin,,2000,Religious
134,2001,Shrek,Soundtrack,,2001,Stage & Screen
135,2001,Goin' South,Various Artists,,2001,Pop/Rock
136,2001,City High,City High,,2001,R&B
137,2001,Malpractice,Redman,,2001,Rap
138,2001,Pull My Chain,Toby Keith,,2001,Country
139,2001,Amnesiac,Radiohead,,2001,Pop/Rock
140,2001,Brand New Day,Sting,,1999,Pop/Rock
141,2001,Down The Road I Go,Travis Tritt,,2000,Country
142,2001,Sugar Ray,Sugar Ray,,2001,Pop/Rock
143,2001,I Need You,LeAnn Rimes,,2001,Country
144,2001,"The Mark, Tom, And Travis Show (The Enema Strikes Back!)",Blink-182,,2000,Pop/Rock
147,2001,Lil' Romeo,Lil' Romeo,,2001,Rap
148,2001,Invincible,Michael Jackson,,2001,R&B
149,2001,Superhero,Brian McKnight,,2001,R&B
150,2001,Iowa,Slipknot,,2001,Pop/Rock
151,2001,World Wrestling Federation: WWF The Music Volume 5,Jim Johnston,,---, 
152,2001,I'm Already There,Lonestar,,2001,Country
153,2001,Oh Aaron,Aaron Carter,,2001,Pop/Rock
155,2001,Come Clean,Puddle Of Mudd,,2001,Pop/Rock
156,2001,Didn't See Me Coming,Keith Sweat,,2000,R&B
157,2001,"Funkmaster Flex: 60 Minutes Of Funk, Volume IV: The Mixtape",Funkmaster Flex,,2000,Rap
158,2001,Ghetto Fabolous,Fabolous,,2001,Rap
159,2001,God Bless America,Various Artists,,2001,Pop/Rock
160,2001,What Women Want,Soundtrack,,2000,Stage & Screen
161,2001,Every Six Seconds,Saliva,,2001,Pop/Rock
162,2001,Trouble In Shangri-La,Stevie Nicks,,2001,Pop/Rock
163,2001,Now 4,Various Artists,,2000,Pop/Rock
164,2001,Who I Am,Jessica Andrews,,2001,Country
165,2001,Born To Do It,Craig David,,2001,R&B
166,2001,Nas & Ill Will Records Presents Queensbridge The Album,QB Finest,,2000,Rap
167,2001,The Good Times,Afroman,,2001,Rap
168,2001,Remember The Titans,Soundtrack,,2000,Stage & Screen
169,2001,J.E. Heartbreak,Jagged Edge,,2000,R&B
170,2001,2000 Watts,Tyrese,,2001,R&B
171,2001,Irresistible,Jessica Simpson,,2001,Pop/Rock
172,2001,The Family Values Tour 1999,Various Artists,,2000,Pop/Rock
173,2001,Ghetto Postage,Master P,,2000,Rap
175,2001,So Blu,Blu Cantrell,,2001,R&B
176,2001,Rugrats In Paris: The Movie,Soundtrack,,2000,Stage & Screen
177,2001,A Nu Day,Tamia,,2000,R&B
178,2001,Fear Of Flying,Mya,,2000,R&B
179,2001,OPEN LETTER,Case,,2001,R&B
181,2001,American Pie 2,Soundtrack,,2001,Stage & Screen
182,2001,Platinum Christmas,Various Artists,,2000,Pop/Rock
183,2001,Morning View,Incubus,,2001,Pop/Rock
184,2001,Reptile,Eric Clapton,,2001,Pop/Rock
185,2001,Checkmate,B.G.,,2000,Rap
186,2001,Escape,Enrique Iglesias,,2001,Latin
187,2001,Pearl Harbor,Soundtrack,,2001,Stage & Screen
188,2001,Broken Silence,Foxy Brown,,2001,Rap
189,2001,The Reason,Beanie Sigel,,2001,Rap
190,2001,7,S Club 7,,2000,Pop/Rock
192,2001,Significant Other,Limp Bizkit,,1999,Pop/Rock
194,2001,Maroon,Barenaked Ladies,,2000,Pop/Rock
195,2001,The Look Of Love,Diana Krall,,2001,Jazz
196,2001,Dream Street,Dream Street,,2000,Pop/Rock
197,2001,Warning:,Green Day,,2000,Pop/Rock
198,2001,All The Way...A Decade Of Song,Celine Dion,,1999,Pop/Rock
199,2001,Tantric,Tantric,,2001,Pop/Rock
200,2001,Love And Theft,Bob Dylan,,2001,Pop/Rock
