RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
76,1986,GTR,GTR,,1986,Pop/Rock
77,1986,Power Windows,Rush,,1985,Pop/Rock
78,1986,White City - A Novel,Pete Townshend,,1985,Pop/Rock
79,1986,Crush,Orchestral Manoeuvres In The Dark,,1985,Pop/Rock
80,1986,The Dream Academy,The Dream Academy,,1985,Pop/Rock
81,1986,Radio,LL Cool J,,1985,Rap
82,1986,Meeting In The Ladies Room,Klymaxx,,1984,R&B
83,1986,Belinda Carlisle,Belinda Carlisle,,1986,Pop/Rock
84,1986,Eat 'Em And Smile,David Lee Roth,,1986,Pop/Rock
85,1986,The Head On The Door,The Cure,,1985,Pop/Rock
86,1986,Do Me Baby,Meli'sa Morgan,,1986,R&B
87,1986,Master Of Puppets,Metallica,,1986,Pop/Rock
88,1986,Back In Black,Whodini,,1986,Rap
89,1986,Friends,Dionne Warwick,,1985,R&B
90,1986,Poolside,Nu Shooz,,1986,Pop/Rock
91,1986,In Visible Silence,The Art Of Noise,,1986,Pop/Rock
92,1986,The Big Prize,Honeymoon Suite,,1986,Pop/Rock
93,1986,That's Why I'm Here,James Taylor,,1985,Pop/Rock
94,1986,Emergency,Kool & The Gang,,1984,R&B
95,1986,Face Value,Phil Collins,,1981,Pop/Rock
97,1986,Ice On Fire,Elton John,,1985,Pop/Rock
98,1986,White Nights,Soundtrack,,1985,Stage & Screen
99,1986,Dancing On The Ceiling,Lionel Richie,,1986,R&B
100,1986,Who Made Who,AC/DC,,1986,Pop/Rock
