RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
136,2000,Welcome II Nextasy,Next,,2000,R&B
137,2000,White Pony,Deftones,,2000,Pop/Rock
138,2000,WoW 2000: The Year's 30 Top Christian Artists And Songs,Various Artists,,1999,Religious
139,2000,G.O.A.T. Featuring James T. Smith: The Greatest Of All Time,LL Cool J,,2000,N/A
140,2000,Songs From An American Movie Vol. One: Learning How To Smile,Everclear,,2000,Pop/Rock
141,2000,Everywhere We Go,Kenny Chesney,,1999,Country
142,2000,5,Lenny Kravitz,,1998,Pop/Rock
143,2000,The Fundamental Elements Of Southtown,P.O.D.,,1999,Pop/Rock
144,2000,Fear Of Flying,Mya,,2000,R&B
145,2000,Causin' Drama,Drama,,2000,Rap
146,2000,This Christmas,98 Degrees,,1999,Pop/Rock
147,2000,Fanmail,TLC,,1999,R&B
148,2000,From The Bottom To The Top,Sammie,,2000,R&B
149,2000,My Thoughts,Avant,,2000,R&B
150,2000,The Science Of Things,Bush,,1999,Pop/Rock
151,2000,Stiff Upper Lip,AC/DC,,2000,Pop/Rock
152,2000,Binaural,Pearl Jam,,2000,Pop/Rock
153,2000,All That You Can't Leave Behind,U2,,2000,Pop/Rock
154,2000,A Rosie Christmas,Rosie O'Donnell,,1999,Pop/Rock
155,2000,Blaque,Blaque,,1999,R&B
156,2000,Like Water For Chocolate,Common,,2000,Rap
157,2000,Anarchy,Busta Rhymes,,2000,Rap
158,2000,Black Diamond,Angie Stone,,1999,R&B
159,2000,We Are The Streets,The Lox,,2000,Rap
160,2000,Backstreet Boys,Backstreet Boys,,1996,Pop/Rock
161,2000,No. 4,Stone Temple Pilots,,1999,Pop/Rock
162,2000,I Wanna Be With You,Mandy Moore,,2000,Pop/Rock
164,2000,The Ecleftic: 2 Sides II A Book,Wyclef Jean,,2000,Rap
165,2000,Vitamin C,Vitamin C,,1999,Pop/Rock
166,2000,"Book Of Thugs: Chapter A.K., Verse 47",Trick Daddy,,2000,Rap
167,2000,The Best Man,Soundtrack,,1999,Stage & Screen
168,2000,tp-2.com,R. Kelly,,2000,R&B
169,2000,When The Pawn...,Fiona Apple,,1999,Pop/Rock
170,2000,How Do You Like Me Now?!,Toby Keith,,1999,Country
171,2000,Amplified,Q-Tip,,1999,Rap
174,2000,Dysfunction,Staind,,1999,Pop/Rock
175,2000,No Angel,Dido,,1999,Pop/Rock
176,2000,Sogno,Andrea Bocelli,,1999,Vocal
177,2000,Get It On...Tonite,Montell Jordan,,1999,R&B
178,2000,The Truth,Beanie Sigel,,1999,Rap
179,2000,Opposite Of H2O,Drag-On,,2000,Rap
180,2000,Maroon,Barenaked Ladies,,2000,Pop/Rock
181,2000,Chant Down Babylon,Bob Marley,,1999,Reggae
182,2000,SOONER OR LATER,BBMak,,2000,Pop/Rock
183,2000,Midnite Vultures,Beck,,1999,Pop/Rock
184,2000,My Love Is Your Love,Whitney Houston,,1998,R&B
185,2000,Emotion,Martina McBride,,1999,Country
186,2000,Lucy Pearl,Lucy Pearl,,2000,R&B
187,2000,Tonight The Stars Revolt!,Powerman 5000,,1999,Pop/Rock
188,2000,Early Days: The Best Of Led Zeppelin Volume One,Led Zeppelin,,1999,Pop/Rock
189,2000,Title Of Record,Filter,,1999,Pop/Rock
190,2000,Kid A,Radiohead,,2000,Pop/Rock
191,2000,Spit,Kittie,,2000,Pop/Rock
193,2000,WoW Worship: Today's 30 Most Powerful Worship Songs,Various Artists,,2010,Religious
194,2000,Guerrilla Warfare,Hot Boys,,1999,Rap
195,2000,A Christmas To Remember,Amy Grant,,1999,Religious
196,2000,Thankful,Mary Mary,,2000,Religious
197,2000,Machina/The Machines Of God,The Smashing Pumpkins,,2000,Pop/Rock
198,2000,A Love Like Ours,Barbra Streisand,,1999,Vocal
199,2000,Supreme Clientele,Ghostface Killah,,2000,Rap
200,2000,Nathan Michael Shawn Wanya,Boyz II Men,,2000,R&B
