RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
57,2009,Working On A Dream,Bruce Springsteen,,2009,Pop/Rock
58,2009,Scars & Souvenirs,Theory Of A Deadman,,2008,Pop/Rock
59,2009,David Archuleta,David Archuleta,,2008,Pop/Rock
60,2009,Carnival Ride,Carrie Underwood,,2007,Country
61,2009,Death Magnetic,Metallica,,2008,Pop/Rock
62,2009,19,Adele,,2008,Pop/Rock
63,2009,Year Of The Gentleman,Ne-Yo,,2008,R&B
64,2009,Hannah Montana 3,Soundtrack,,2009,Pop/Rock
65,2009,That Lonesome Song,Jamey Johnson,,2008,Country
66,2009,Swan Songs,Hollywood Undead,,2008,Pop/Rock
67,2009,Greatest Hits II,Kenny Chesney,,2009,Country
68,2009,In A Perfect World...,Keri Hilson,,2009,R&B
69,2009,When The World Comes Down,The All-American Rejects,,2008,Pop/Rock
70,2009,Good Girl Gone Bad,Rihanna,,2007,Pop/Rock
71,2009,Love V/S Money,The-Dream,,2009,R&B
72,2009,The Point Of It All,Anthony Hamilton,,2008,R&B
73,2009,Play On,Carrie Underwood,,2009,Country
74,2009,The Twilight Saga: New Moon,Soundtrack,,2009,Pop/Rock
75,2009,Soul,Seal,,2008,Pop/Rock
76,2009,Breakout,Miley Cyrus,,2008,Pop/Rock
77,2009,A Little Bit Longer,Jonas Brothers,,2008,Pop/Rock
78,2009,Twang,George Strait,,2009,Country
79,2009,Joy To The World,Faith Hill,,2008,Country
80,2009,Deeper Than Rap,Rick Ross,,2009,Rap
81,2009,Folie A Deux,Fall Out Boy,,2008,Pop/Rock
82,2009,American Saturday Night,Brad Paisley,,2009,Country
83,2009,Love Is The Answer,Barbra Streisand,,2009,Vocal
85,2009,Lotus Flow3r/MPLSoUND/Elix3r,Prince/Bria Valente,,2009,R&B
86,2009,Evolver,John Legend,,2008,R&B
87,2009,THR33 RINGZ,T-Pain,,2008,R&B
88,2009,Chickenfoot,Chickenfoot,,2009,Pop/Rock
89,2009,Lucky Old Sun,Kenny Chesney,,2008,Country
90,2009,Backspacer,Pearl Jam,,2009,Pop/Rock
91,2009,Quiet Nights,Diana Krall,,N/A,N/A
92,2009,Troubadour,George Strait,,2008,Country
93,2009,Slumdog Millionaire,Soundtrack,,2008,Stage & Screen
94,2009,Da REAList,Plies,,2008,Rap
95,2009,Good Time,Alan Jackson,,2008,Country
96,2009,Epiphany,Chrisette Michele,,2009,R&B
97,2009,onmyradio,Musiq Soulchild,,2008,R&B
98,2009,The Last Kiss,Jadakiss,,2009,Rap
99,2009,iSouljaBoyTellem,Soulja Boy Tell'em,,2008,Rap
100,2009,Ready,Trey Songz,,2009,R&B
101,2009,Memoirs Of An Imperfect Angel,Mariah Carey,,2009,R&B
102,2009,Spirit,Leona Lewis,,2007,Pop/Rock
103,2009,Jennifer Hudson,Jennifer Hudson,,2008,R&B
104,2009,Take It To The Limit,Hinder,,2008,Pop/Rock
105,2009,Cradlesong,Rob Thomas,,2009,Pop/Rock
106,2009,Together Through Life,Bob Dylan,,2009,Pop/Rock
107,2009,Breakthrough,Colbie Caillat,,2009,Pop/Rock
108,2009,Want,3OH!3,,2008,Pop/Rock
109,2009,Here We Go Again,Demi Lovato,,2009,Pop/Rock
110,2009,Christmas Duets,Elvis Presley,,2008,Pop/Rock
111,2009,The Sound,Mary Mary,,2008,Religious
112,2009,Incanto,Andrea Bocelli,,2008,Classical
113,2009,Brand New Eyes,Paramore,,2009,Pop/Rock
114,2009,My Christmas,Andrea Bocelli,,2009,Holiday
115,2009,Keep On Loving You,Reba,,2009,Country
116,2009,All Hope Is Gone,Slipknot,,2008,Pop/Rock
117,2009,Oracular Spectacular,MGMT,,2008,Pop/Rock
118,2009,Dear Agony,Breaking Benjamin,,2009,Pop/Rock
119,2009,Ocean Eyes,Owl City,,2009,Electronic
120,2009,Loso's Way (Soundtrack),Fabolous,,2009,Rap
121,2009,Southern Voice,Tim McGraw,,2009,Country
122,2009,Saving Abel,Saving Abel,,2008,Pop/Rock
123,2009,Indestructible,Disturbed,,2008,Pop/Rock
124,2009,The Resistance,Muse,,2009,Pop/Rock
125,2009,Uncle Charlie,Charlie Wilson,,2008,R&B
126,2009,"Testimony: Vol. 2, Love & Politics",India.Arie,,2009,R&B
127,2009,Feel That Fire,Dierks Bentley,,2009,Country
128,2009,The Recession,Young Jeezy,,2008,Rap
129,2009,Yo-Yo Ma & Friends: Songs Of Joy & Peace,Yo-Yo Ma,,2008,Classical
130,2009,Daughtry,Daughtry,,2006,Pop/Rock
131,2009,Raising Sand,Robert Plant / Alison Krauss,,2007,Folk
132,2009,That Don't Make Me A Bad Guy,Toby Keith,,2008,Country
133,2009,Don't Forget,Demi Lovato,,2008,Pop/Rock
134,2009,Incredibad,The Lonely Island,,2009,Comedy/Spoken
135,2009,Jeremih,Jeremih,,2009,R&B
136,2009,Black Gives Way To Blue,Alice In Chains,,2009,Pop/Rock
137,2009,So Far Gone (EP),Drake,,2009,Rap
138,2009,Little Bit Of Everything,Billy Currington,,2008,Country
139,2009,A New Hallelujah,Michael W. Smith,,2008,Religious
140,2009,Wilco (The Album),Wilco,,2009,Pop/Rock
141,2009,Peace On Earth,Casting Crowns,,2008,Religious
142,2009,Fearless,Jazmine Sullivan,,2008,R&B
143,2009,Hello Love,Chris Tomlin,,2008,Religious
144,2009,R.O.O.T.S. (Route Of Overcoming The Struggle),Flo Rida,,2009,Rap
145,2009,Appeal To Reason,Rise Against,,2008,Pop/Rock
146,2009,What A Night! A Christmas Album,"Harry Connick, Jr.",,2008,Holiday
147,2009,Kidz Bop 15,Kidz Bop Kids,,2009,Children's
148,2009,"It's Not Me, It's You",Lily Allen,,2009,Pop/Rock
149,2009,Universal Mind Control,Common,,2008,Rap
150,2009,FOREVER IN A DAY,DAY26,,2009,R&B
151,2009,Revelation,Third Day,,2008,Religious
152,2009,Kellie Pickler,Kellie Pickler,,2012,Country
153,2009,Rockferry,Duffy,,2008,Pop/Rock
154,2009,Finding Beauty In Negative Spaces,Seether,,2007,Pop/Rock
155,2009,A Swingin' Christmas,Tony Bennett Featuring The Count Basie Big Band,,2008,Holiday
156,2009,Awake,Skillet,,2009,Religious
157,2009,Man On The Moon: The End Of Day,Kid Cudi,,2009,Rap
158,2009,The Essential NOW That's What I Call Christmas,Various Artists,,2008,Holiday
159,2009,My Love: Essential Collection,Celine Dion,,2008,Pop/Rock
160,2009,The Last,Aventura,,2009,Latin
161,2009,LIVE On The Inside,Sugarland,,2009,Country
162,2009,35 Biggest Hits,Toby Keith,,2008,Country
163,2009,Life Starts Now,Three Days Grace,,2009,Pop/Rock
164,2009,Nothing But The Best,Frank Sinatra,,2008,Vocal
165,2009,Grammy Nominees 2009,Various Artists,,2009,Pop/Rock
166,2009,All Wrapped Up! (EP),Various Artists,,2008,Holiday
167,2009,3 Doors Down,3 Doors Down,,2008,Pop/Rock
168,2009,Keeps Gettin' Better: A Decade Of Hits,Christina Aguilera,,2008,Pop/Rock
169,2009,Sonic Boom,KISS,,2009,Pop/Rock
170,2009,Revolution,Miranda Lambert,,2009,Country
171,2009,If On A Winter's Night...,Sting,,2009,Pop/Rock
172,2009,American Ride,Toby Keith,,2009,Country
173,2009,Human,Brandy,,2008,R&B
174,2009,Transformers: Revenge Of The Fallen: The Album,Soundtrack,,2009,Stage & Screen
175,2009,The New Game,Mudvayne,,2008,Pop/Rock
176,2009,ISolated INcident,Dane Cook,,2009,Comedy/Spoken
177,2009,Wolfgang Amadeus Phoenix,Phoenix,,2009,Pop/Rock
178,2009,Swoon,Silversun Pickups,,2009,Pop/Rock
179,2009,#1s ... And Then Some,Brooks & Dunn,,2009,Country
180,2009,Your Songs,"Harry Connick, Jr.",,2009,Vocal
181,2009,Full Circle,Creed,,2009,Pop/Rock
182,2009,NOW 32,Various Artists,,2009,Pop/Rock
183,2009,Glee: Season One: The Music Volume 1,Soundtrack,,2009,Pop/Rock
184,2009,Hit Man: David Foster & Friends,David Foster,,2008,N/A
186,2009,Doll Domination,The Pussycat Dolls,,2008,Pop/Rock
187,2009,Kiss And Tell,Selena Gomez & The Scene,,2009,Pop/Rock
188,2009,Camp Rock,Soundtrack,,2008,Stage & Screen
189,2009,The Circle,Bon Jovi,,2009,Pop/Rock
190,2009,FANTASY RIDE,Ciara,,2009,R&B
191,2009,UGK 4 Life,UGK,,2009,Rap
192,2009,It's Blitz!,Yeah Yeah Yeahs,,2009,Pop/Rock
193,2009,Speaking Louder Than Before,Jeremy Camp,,2008,Religious
194,2009,Metamorphosis,Papa Roach,,2009,Pop/Rock
195,2009,X: Ten,Trace Adkins,,2008,Country
196,2009,Far,Regina Spektor,,2009,Pop/Rock
197,2009,Cage The Elephant,Cage The Elephant,,---, 
198,2009,The Greatest Songs Of The Eighties,Barry Manilow,,2008,Pop/Rock
199,2009,La Revolucion,Wisin & Yandel,,2009,Latin
200,2009,Sounds Of The Universe,Depeche Mode,,2009,Pop/Rock
