RANK,ALBUM,ARTIST,DATE,GENRE
54,Drip Or Drown 2,Gunna,2019,Rap
55,DAMN.,Kendrick Lamar,2017,Rap
56,A Love Letter To You 3,Trippie Redd,2018,Rap
57,Abbey Road,The Beatles,1969,Pop/Rock
58,Luv Is Rage 2,Lil Uzi Vert,2017,Rap
59,Realer,YoungBoy Never Broke Again,2018,Rap
60,17,XXXTENTACION,2017,Rap
61,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,1984,Reggae
62,Cosmic,Bazzi,2018,Pop/Rock
63,Dreamville & J. Cole: Revenge Of The Dreamers III,Various Artists,2019,Rap
64,Father Of Asahd,DJ Khaled,2019,Rap
65,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival Featuring John Fogerty,1976,Pop/Rock
66,Curtain Call: The Hits,Eminem,2005,Rap
67,Future Hndrxx Presents: The WIZRD,Future,2019,Rap
68,Take Care,Drake,2011,Rap
69,Views,Drake,2016,Rap
70,Journey's Greatest Hits,Journey,1988,Pop/Rock
71,IGOR,"Tyler, The Creator",2019,Rap
72,Rearview Town,Jason Aldean,2018,Country
73,Trench,twenty one pilots,2018,Pop/Rock
74,reputation,Taylor Swift,2017,Pop/Rock
75,Harder Than Ever,Lil Baby,2018,Rap
76,Culture II,Migos,2018,Rap
77,Swimming,Mac Miller,2018,Rap
78,Kane Brown,Kane Brown,2016,Country
79,DUMMY BOY,6ix9ine,2018,Rap
80,Greatest Hits I II & III: The Platinum Collection,Queen,2001,Pop/Rock
81,Moana,Soundtrack,2016,Stage & Screen
82,H.E.R.,H.E.R.,2017,R&B
83,More Life,Drake,2017,Rap
84,FATHER OF 4,Offset,2019,Rap
85,I Am You,YNW Melly,2018,Rap
86,Golden Hour,Kacey Musgraves,2018,Country
87,If I Know Me,Morgan Wallen,2018,Country
88,Perception,NF,2017,Rap
89,Greatest Hits,2Pac,1998,Rap
90,Rumours,Fleetwood Mac,1977,Pop/Rock
91,2014 Forest Hills Drive,J. Cole,2014,Rap
92,The Essential Billy Joel,Billy Joel,2001,Pop/Rock
93,LoVE me NOw?,Tory Lanez,2018,R&B
94,Camila,Camila Cabello,2018,Pop/Rock
95,The Search,NF,2019,Rap
96,Queen,Nicki Minaj,2018,R&B
97,1,The Beatles,2000,Pop/Rock
98,Starboy,The Weeknd,2016,R&B
99,Ctrl,SZA,2017,R&B
100,Delta,Mumford & Sons,2018,Pop/Rock
101,The Essential Michael Jackson,Michael Jackson,2005,R&B
102,Red Pill Blues,Maroon 5,2017,Pop/Rock
103,Night Visions,Imagine Dragons,2012,Pop/Rock
104,KIRK,DaBaby,2019,Rap
105,GIRL,Maren Morris,2019,Country
106,Life Changes,Thomas Rhett,2017,Country
107,Until Death Call My Name,YoungBoy Never Broke Again,N/A,N/A
108,Bad Habits,NAV,2019,Rap
109,Over It,Summer Walker,2019,R&B
110,Feed Tha Streets II,Roddy Ricch,2018,Rap
111,Can't Say I Ain't Country,Florida Georgia Line,2019,Country
112,x,Ed Sheeran,2014,Pop/Rock
113,Die A Legend,Polo G,2019,Rap
114,Fear Inoculum,Tool,2019,Pop/Rock
115,Birds In The Trap Sing McKnight,Travis Scott,2016,Rap
116,1989,Taylor Swift,2014,Pop/Rock
117,Blurryface,twenty one pilots,2015,Pop/Rock
118,Love Yourself: Answer,BTS,2018,Pop/Rock
119,"good kid, m.A.A.d city",Kendrick Lamar,2012,Rap
120,24K Magic,Bruno Mars,2016,R&B
121,Greatest Hits,Bob Seger & The Silver Bullet Band,1994,Pop/Rock
122,STOKELEY,Ski Mask The Slump God,2018,Rap
123,Beauty Behind The Madness,The Weeknd,2015,R&B
124,We Love You Tecca,Lil Tecca,2019,Rap
125,Back In Black,AC/DC,1980,Pop/Rock
126,BALLADS 1,Joji,2018,Pop/Rock
127,ANTI,Rihanna,2016,Pop/Rock
128,Love,Michael Buble,2018,Jazz
129,Thriller,Michael Jackson,1982,R&B
130,Christmas,Michael Buble,2011,Vocal
131,We All Shine,YNW Melly,2019,Rap
132,Their Greatest Hits 1971-1975,Eagles,1976,Pop/Rock
133,Skins,XXXTENTACION,2018,Rap
134,Greatest Hits So Far...,Zac Brown Band,2014,Country
135,Perfect Ten,Mustard,2019,Rap
136,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019,Pop/Rock
137,KOD,J. Cole,2018,Rap
138,Youngblood,5 Seconds Of Summer,2018,Pop/Rock
139,In The Lonely Hour,Sam Smith,2014,Pop/Rock
140,Cry Pretty,Carrie Underwood,2018,Country
141,JESUS IS KING (Soundtrack),Kanye West,2019,Rap
142,Expectations,Bebe Rexha,2018,Pop/Rock
143,Marshmello: Fortnite Extended Set,Marshmello,2019,Electronic
144,Greatest Hits,The Notorious B.I.G.,2007,Rap
145,Die Lit,Playboi Carti,2018,Rap
146,California Sunrise,Jon Pardi,2016,Country
147,Suncity,Khalid,2018,R&B
148,Greatest Hits,Tom Petty And The Heartbreakers,1993,Pop/Rock
149,Hurts 2B Human,P!nk,2019,Pop/Rock
150,"Quality Control: Control The Streets, Volume 2",Various Artists,2019,Rap
151,FRIENDS KEEP SECRETS (EP),benny blanco,2018,Rap
152,AI YoungBoy 2,YoungBoy Never Broke Again,2019,Rap
153,Center Point Road,Thomas Rhett,2019,Country
154,Nothing Was The Same,Drake,2013,Rap
155,HOMECOMING: THE LIVE ALBUM,Beyonce,2019,R&B
156,The Prequel (EP),Luke Combs,2019,Country
157,Greatest Hits,Guns N' Roses,2004,Pop/Rock
158,21,Adele,2011,Pop/Rock
159,The Big Day,Chance The Rapper,2019,Rap
160,Nevermind,Nirvana,1991,Pop/Rock
161,Brett Young,Brett Young,2017,Country
162,The Beatles [White Album],The Beatles,1968,Pop/Rock
163,Fever,Megan Thee Stallion,2019,Rap
164,DNA,Backstreet Boys,2019,Pop/Rock
165,hopeless fountain kingdom,Halsey,2017,Pop/Rock
166,Luca Brasi 3,Kevin Gates,2018,Rap
167,Doo-Wops & Hooligans,Bruno Mars,2010,Pop/Rock
168,Blonde,Frank Ocean,2016,R&B
169,Evil Genius,Gucci Mane,2018,Rap
170,Future & Juice WRLD Present... WRLD ON DRUGS,Future & Juice WRLD,2018,Rap
171,A Decade Of Destruction,Five Finger Death Punch,2017,Pop/Rock
172,Care Package,Drake,2019,Rap
173,Aladdin (2019),Soundtrack,2019,Stage & Screen
174,Metallica,Metallica,1991,Pop/Rock
175,Heartbreak On A Full Moon,Chris Brown,2017,R&B
176,Christmas Is Here!,Pentatonix,2018,Holiday
177,Greatest Hits,Red Hot Chili Peppers,2003,Pop/Rock
178,Life's A Trip,Trippie Redd,2018,Rap
179,Girl Code,City Girls,2018,Rap
180,CrasH Talk,ScHoolboy Q,2019,Rap
181,Northsbest,Lil Mosey,2018,Rap
182,Norman Fucking Rockwell!,Lana Del Rey,2019,Pop/Rock
183,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,2003,Pop/Rock
184,"Black Panther: The Album, Music From And Inspired By",Soundtrack,2018,Stage & Screen
185,SuperM: The 1st Mini Album (EP),SuperM,2019,Pop/Rock
186,Confessions Of A Dangerous Mind,Logic,2019,Rap
187,Last Day Of Summer,Summer Walker,2018,R&B
188,50 Number Ones,George Strait,2004,Country
189,Aura,Ozuna,2018,Latin
190,T R A P S O U L,Bryson Tiller,2015,R&B
191,Merry Christmas,Mariah Carey,1994,Holiday
192,Dangerous Woman,Ariana Grande,2016,Pop/Rock
193,4Respect 4Freedom 4Loyalty 4WhatImportant,YoungBoy Never Broke Again,2018,Rap
194,Shelby,Lil Skies,2019,Rap
195,Oasis,J Balvin & Bad Bunny,2019,Latin
196,Freudian,Daniel Caesar,2017,R&B
197,Life Of A Dark Rose,Lil Skies,2017,Rap
198,All Time Greatest Hits,Lynyrd Skynyrd,2000,Pop/Rock
199,Signed To The Streets 3,Lil Durk,2018,Rap
200,Father Of The Bride,Vampire Weekend,2019,Pop/Rock
