RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
48,1990,Keep On Movin',Soul II Soul,,1989,R&B
49,1990,Charmed Life,Billy Idol,,1990,Pop/Rock
50,1990,Steel Wheels,The Rolling Stones,,1989,Pop/Rock
51,1990,Flesh And Blood,Poison,,1990,Pop/Rock
52,1990,Killin' Time,Clint Black,,1989,Country
53,1990,Born To Sing,En Vogue,,1990,R&B
54,1990,Shut Up And Dance,Paula Abdul,,1990,Pop/Rock
55,1990,The Little Mermaid,Soundtrack,,1988,Stage & Screen
56,1990,Compositions,Anita Baker,,1990,R&B
57,1990,Sex Packets,Digital Underground,,1990,Rap
58,1990,Pickin' On Nashville,The Kentucky Headhunters,,1989,Country
59,1990,London Warsaw New York,Basia,,1990,Pop/Rock
60,1990,Fear Of A Black Planet,Public Enemy,,1990,Rap
61,1990,Bad English,Bad English,,1989,Pop/Rock
62,1990,Flying In A Blue Dream,Joe Satriani,,1989,Pop/Rock
63,1990,Damn Yankees,Damn Yankees,,1990,Pop/Rock
64,1990,After 7,After 7,,1989,R&B
65,1990,Blaze Of Glory/Young Guns II,Jon Bon Jovi,,1990,Pop/Rock
66,1990,The Seeds Of Love,Tears For Fears,,1989,Pop/Rock
67,1990,Blue Sky Mining,Midnight Oil,,1990,Pop/Rock
68,1990,Trash,Alice Cooper,,1989,Pop/Rock
69,1990,Sleeping With The Past,Elton John,,1989,Pop/Rock
70,1990,The Great Radio Controversy,Tesla,,1989,Pop/Rock
71,1990,Manic Nirvana,Robert Plant,,1990,Pop/Rock
72,1990,Nothing Matters Without Love,Seduction,,1989,Pop/Rock
73,1990,Crossroads,Tracy Chapman,,1989,Pop/Rock
74,1990,Beaches,Soundtrack,,1989,Stage & Screen
75,1990,Teenage Mutant Ninja Turtles,Soundtrack,,1993,Children's
76,1990,After The Rain,Nelson,,1990,Pop/Rock
77,1990,March,Michael Penn,,1989,Pop/Rock
78,1990,Passion And Warfare,Steve Vai,,1990,Pop/Rock
79,1990,Presto,Rush,,1989,Pop/Rock
81,1990,Downtown Train/Selections From Storyteller,Rod Stewart,,1990,Pop/Rock
82,1990,AmeriKKKa's Most Wanted,Ice Cube,,1990,Rap
83,1990,Hell To Pay,The Jeff Healey Band,,1990,Pop/Rock
84,1990,In The Heart Of The Young,Winger,,1990,Pop/Rock
85,1990,The Revival,Tony Toni Tone,,1990,R&B
86,1990,Shake Your Money Maker,The Black Crowes,,1990,Pop/Rock
87,1990,Michel'le,Michel'le,,1989,R&B
89,1990,Brave And Crazy,Melissa Etheridge,,1989,Pop/Rock
90,1990,Hot In The Shade,KISS,,1989,Pop/Rock
91,1990,The Raw & The Cooked,Fine Young Cannibals,,1988,Pop/Rock
92,1990,Big Tyme,Heavy D & The Boyz,,1989,Rap
93,1990,Smithereens 11,The Smithereens,,1989,Pop/Rock
94,1990,Like A Prayer,Madonna,,1989,Pop/Rock
95,1990,A Night On The Town,Bruce Hornsby & The Range,,1990,Pop/Rock
96,1990,Ghost,Soundtrack,,1990,Stage & Screen
97,1990,The Best Of Van Morrison,Van Morrison,,1990,Pop/Rock
98,1990,Garth Brooks,Garth Brooks,,1989,Country
100,1990,Listen Without Prejudice Vol. 1,George Michael,,1990,Pop/Rock
