RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
77,1991,World Clique,Deee-Lite,,1990,Electronic
78,1991,Mixed Up,The Cure,,1990,Pop/Rock
79,1991,Ropin' The Wind,Garth Brooks,,1991,Country
80,1991,Ritual De Lo Habitual,Jane's Addiction,,1990,Pop/Rock
81,1991,No More Games/Remix Album,New Kids On The Block,,1991,Pop/Rock
82,1991,Eagle When She Flies,Dolly Parton,,1991,Country
83,1991,FAMILY STYLE,Vaughan Brothers,,1990,Pop/Rock
84,1991,The Revival,Tony Toni Tone,,1990,R&B
85,1991,O.G. Original Gangster,Ice-T,,1991,Rap
86,1991,I'll Give All My Love To You,Keith Sweat,,1990,R&B
87,1991,We Can't Be Stopped,Geto Boys,,1991,Rap
89,1991,Circle Of One,Oleta Adams,,1990,R&B
90,1991,Hooked,Great White,,1991,Pop/Rock
91,1991,Ain't No Shame In My Game,Candyman,,1990,Rap
92,1991,Blaze Of Glory/Young Guns II,Jon Bon Jovi,,1990,Pop/Rock
93,1991,Boyz N The Hood,Soundtrack,,1991,Stage & Screen
94,1991,Use Your Illusion II,Guns N' Roses,,1991,Pop/Rock
95,1991,Saxuality,Candy Dulfer,,1990,Jazz
96,1991,Mo' Ritmo,Gerardo,,1991,Rap
97,1991,This Is An EP Release,Digital Underground,,1991,Rap
98,1991,Divinyls,Divinyls,,1991,Pop/Rock
100,1991,The Doors,Soundtrack,,1991,Stage & Screen
