RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
94,2003,American IV: The Man Comes Around,Johnny Cash,,2002,Country
95,2003,One By One,Foo Fighters,,2002,Pop/Rock
96,2003,Worship Together: I Could Sing Of Your Love Forever,Various Artists,,2009,Religious
97,2003,Golden Road,Keith Urban,,2002,Country
98,2003,2 Fast 2 Furious,Soundtrack,,2003,Stage & Screen
99,2003,From There To Here: Greatest Hits,Lonestar,,2003,Country
100,2003,The Long Road,Nickelback,,2003,Pop/Rock
101,2003,Just Whitney...,Whitney Houston,,2002,R&B
102,2003,Body Kiss,The Isley Brothers Featuring Ronald Isley,,2003,R&B
103,2003,Bare,Annie Lennox,,2003,Pop/Rock
104,2003,After The Storm,Monica,,2003,R&B
105,2003,Lizzie McGuire,Soundtrack,,2003,Stage & Screen
106,2003,Greatest Hits,Martina McBride,,2001,Country
107,2003,Sing The Sorrow,AFI,,2003,Pop/Rock
108,2003,Sentimento,Andrea Bocelli,,2002,Vocal
109,2003,200 KM/H In The Wrong Lane,t.A.T.u.,,2002,Pop/Rock
110,2003,0304,Jewel,,2003,Pop/Rock
111,2003,Drive,Alan Jackson,,2002,Country
112,2003,It Ain't Safe No More...,Busta Rhymes,,2002,Rap
113,2003,Have You Forgotten?,Darryl Worley,,2003,Country
114,2003,Come Clean,Puddle Of Mudd,,2001,Pop/Rock
115,2003,Believe,Disturbed,,2002,Pop/Rock
116,2003,As Time Goes By ... The Great American Songbook Vol. II,Rod Stewart,,2003,Pop/Rock
117,2003,Phrenology,The Roots,,2002,Rap
118,2003,The New Breed,50 Cent,,2003,Rap
119,2003,My Private Nation,Train,,2003,Pop/Rock
120,2003,Songs For The Deaf,Queens Of The Stone Age,,2002,Pop/Rock
121,2003,American Idol Season 2: All-Time Classic American Love Songs,Soundtrack,,2003,Pop/Rock
122,2003,Sacred Love,Sting,,2003,Pop/Rock
123,2003,Cheers,Obie Trice,,2003,Rap
124,2003,Afterglow,Sarah McLachlan,,2003,Pop/Rock
125,2003,American Life,Madonna,,2003,Pop/Rock
126,2003,Daredevil: The Album,Soundtrack,,2003,Stage & Screen
127,2003,ELEPHUNK,The Black Eyed Peas,,2003,Rap
128,2003,Almost There,MercyMe,,2001,Religious
129,2003,To Whom It May Concern,Lisa Marie Presley,,2003,Pop/Rock
130,2003,10,LL Cool J,,2002,Rap
131,2003,Dru World Order,Dru Hill,,2002,R&B
132,2003,The Matrix Reloaded: The Album,Soundtrack,,2003,Stage & Screen
133,2003,Birdman,Baby,,2002,Rap
134,2003,Now 14,Various Artists,,2003,Pop/Rock
135,2003,The Very Best Of Fleetwood Mac,Fleetwood Mac,,2009,Pop/Rock
136,2003,Kidz Bop 3,Kidz Bop Kids,,2003,Children's
138,2003,"So Long, Astoria",The Ataris,,2003,Pop/Rock
139,2003,DOES THIS LOOK INFECTED?,Sum 41,,2002,Pop/Rock
140,2003,How The West Was Won,Led Zeppelin,,2003,Pop/Rock
141,2003,Thirteenth Step,A Perfect Circle,,2003,Pop/Rock
142,2003,Grammy Nominees 2003,Various Artists,,2003,Pop/Rock
143,2003,The End Of All Things To Come,Mudvayne,,2002,Pop/Rock
144,2003,3D,TLC,,2002,R&B
145,2003,The Black Album,JAY-Z,,2003,Rap
146,2003,Live,Alison Krauss + Union Station,,2002,Country
147,2003,Honkytonkville,George Strait,,2003,Country
148,2003,Cradle 2 The Grave,Soundtrack,,2003,Stage & Screen
149,2003,Red Dirt Road,Brooks & Dunn,,2003,Country
150,2003,Waiting For My Rocket To Come,Jason Mraz,,2002,Pop/Rock
151,2003,Rock Steady,No Doubt,,2001,Pop/Rock
152,2003,Josh Groban In Concert,Josh Groban,,2020,Pop/Rock
153,2003,Any Given Thursday,John Mayer,,2003,Pop/Rock
154,2003,The Best Of James Taylor,James Taylor,,2003,Pop/Rock
155,2003,The Definitive Collection,Lionel Richie,,2003,R&B
156,2003,Mississippi: The Album,David Banner,,2003,Rap
157,2003,Moodring,Mya,,2003,R&B
158,2003,Too Hot For T.V.,Bad Boy's Da Band,,2003,Rap
159,2003,Back Into Your System,Saliva,,2002,Pop/Rock
160,2003,Ashanti,Ashanti,,2002,R&B
161,2003,Tupac: Resurrection,Soundtrack,,2003,Rap
162,2003,FLOETIC,Floetry,,2002,R&B
163,2003,This Is Who I Am,Heather Headley,,2002,R&B
164,2003,Drankin' Patnaz,YoungBloodZ,,2002,Rap
165,2003,Wishes,Kenny G,,2002,Jazz
166,2003,The Rising,Bruce Springsteen,,2002,Pop/Rock
167,2003,Disneymania: Superstar Artists Sing Disney ...Their Way!,Various Artists,,2004,Children's
168,2003,A New Day Has Come,Celine Dion,,2002,Pop/Rock
169,2003,Elvis: 2nd To None,Elvis Presley,,2003,Pop/Rock
170,2003,WOW Hits 2003,Various Artists,,2002,Religious
171,2003,WORSHIP AGAIN,Michael W. Smith,,2002,Religious
172,2003,AttenCHUN!,Bone Crusher,,2003,Rap
173,2003,Bow Wow: Unleashed,Bow Wow,,2003,Rap
174,2003,Deftones,Deftones,,2003,Pop/Rock
175,2003,Hard,Jagged Edge,,2003,R&B
176,2003,Duets,Barbra Streisand,,2002,Vocal
177,2003,"C'mon, C'mon",Sheryl Crow,,2002,Pop/Rock
178,2003,Let It Be Christmas,Alan Jackson,,2002,Holiday
179,2003,The Very Best Of Sheryl Crow,Sheryl Crow,,2003,Pop/Rock
180,2003,Year Of The Spider,Cold,,2003,Pop/Rock
181,2003,For The Last Time: Live From The Astrodome,George Strait,,2003,Country
182,2003,Weathered,Creed,,2001,Pop/Rock
183,2003,"A Mark, A Mission, A Brand, A Scar",Dashboard Confessional,,2003,Pop/Rock
184,2003,The Spirit Room,Michelle Branch,,2001,Pop/Rock
185,2003,Beg For Mercy,G Unit,,2003,Rap
186,2003,Seal IV,Seal,,N/A,Pop/Rock
187,2003,Closer,Josh Groban,,2003,Vocal
188,2003,Be Not Nobody,Vanessa Carlton,,2002,Pop/Rock
189,2003,Voyage To India,India.Arie,,2002,R&B
190,2003,Stacie Orrico,Stacie Orrico,,2003,Pop/Rock
191,2003,World Wide Underground (EP),Erykah Badu,,2003,R&B
192,2003,Philadelphia Freeway,Freeway,,2003,Rap
193,2003,A Wonderful World,Tony Bennett & k.d. Lang,,2002,Vocal
194,2003,More Than A Woman,Toni Braxton,,2002,R&B
195,2003,Trap Muzik,T.I.,,2003,Rap
196,2003,Diplomatic Immunity,Cam'Ron Presents The Diplomats,,2003,Rap
197,2003,Man With A Memory,Joe Nichols,,2002,Country
198,2003,Da Unbreakables,Three 6 Mafia,,2003,Rap
200,2003,Love Story,Vivian Green,,2002,R&B
