RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
1,1979,52nd Street,Billy Joel,,1978,Pop/Rock
2,1979,Spirits Having Flown,Bee Gees,,1979,Pop/Rock
3,1979,Minute By Minute,The Doobie Brothers,,1978,Pop/Rock
5,1979,Breakfast In America,Supertramp,,1979,Pop/Rock
6,1979,Live And More,Donna Summer,,1978,R&B
7,1979,Pieces Of Eight,Styx,,1978,Pop/Rock
8,1979,BAD GIRLS,Donna Summer,,1979,R&B
9,1979,Parallel Lines,Blondie,,1978,Pop/Rock
10,1979,Blondes Have More Fun,Rod Stewart,,1978,Pop/Rock
11,1979,The Gambler,Kenny Rogers,,1978,Country
12,1979,Cruisin',Village People,,1978,R&B
13,1979,Cheap Trick At Budokan,Cheap Trick,,1978,Pop/Rock
15,1979,Van Halen,Van Halen,,1978,Pop/Rock
16,1979,Get The Knack,The Knack,,1979,Pop/Rock
17,1979,2-hot,Peaches & Herb,,1978,R&B
18,1979,The Stranger,Billy Joel,,1977,Pop/Rock
19,1979,Toto,Toto,,1978,Pop/Rock
20,1979,Grease,Soundtrack,,1978,Stage & Screen
21,1979,Legend,Poco,,1978,Pop/Rock
22,1979,Some Girls,The Rolling Stones,,1978,Pop/Rock
23,1979,Dire Straits,Dire Straits,,1978,Pop/Rock
25,1979,Double Vision,Foreigner,,1978,Pop/Rock
26,1979,In Through The Out Door,Led Zeppelin,,1979,Pop/Rock
27,1979,Saturday Night Fever,Soundtrack,,1977,Stage & Screen
28,1979,Greatest Hits Vol. II,Barbra Streisand,,1978,Vocal
29,1979,Desolation Angels,Bad Company,,1979,Pop/Rock
30,1979,C'est Chic,Chic,,1978,R&B
32,1979,Dog And Butterfly,Heart,,1978,Pop/Rock
35,1979,Totally Hot,Olivia Newton-John,,1978,Pop/Rock
36,1979,Greatest Hits,Barry Manilow,,1978,Pop/Rock
37,1979,We Are Family,Sister Sledge,,1979,R&B
38,1979,Van Halen II,Van Halen,,1979,Pop/Rock
40,1979,Love Tracks,Gloria Gaynor,,1979,R&B
42,1979,Backless,Eric Clapton,,1978,Pop/Rock
43,1979,Brief Case Full Of Blues,Blues Brothers,,1978,R&B
44,1979,Evolution,Journey,,1979,Pop/Rock
45,1979,Morning Dance,Spyro Gyra,,1979,Jazz
46,1979,Macho Man,Village People,,1978,R&B
47,1979,Brother To Brother,Gino Vannelli,,1978,Pop/Rock
50,1979,Look Sharp,Joe Jackson,,1979,Pop/Rock
51,1979,Nicolette,Nicolette Larson,,1978,Pop/Rock
52,1979,Time Passages,Al Stewart,,1978,Pop/Rock
53,1979,A Wild And Crazy Guy,Steve Martin,,1978,Comedy/Spoken
54,1979,Inner Secrets,Santana,,1978,Pop/Rock
55,1979,Hot Streets,Chicago,,1978,Pop/Rock
56,1979,Comes A Time,Neil Young,,1978,Pop/Rock
59,1979,Live,Willie Nelson,,1978,Country
60,1979,Let's Keep It That Way,Anne Murray,,1978,Country
61,1979,You Don't Bring Me Flowers,Neil Diamond,,1978,Pop/Rock
63,1979,Children Of Sanchez,Chuck Mangione,,1978,Jazz
64,1979,Livin' Inside Your Love,George Benson,,1979,Jazz
65,1979,I Am,"Earth, Wind & Fire",,1979,R&B
66,1979,Sleeper Catcher,Little River Band,,1978,Pop/Rock
67,1979,Rock On,Raydio,,2010,R&B
68,1979,Energy,The Pointer Sisters,,1978,R&B
69,1979,Life For The Taking,Eddie Money,,1978,Pop/Rock
70,1979,Bat Out Of Hell,Meat Loaf,,1977,Pop/Rock
72,1979,Don't Look Back,Boston,,1978,Pop/Rock
73,1979,Got To Be Real,Cheryl Lynn,,1996,R&B
74,1979,Discovery,Electric Light Orchestra,,1979,Pop/Rock
75,1979,Bobby Caldwell,Bobby Caldwell,,1978,R&B
77,1979,Armed Forces,Elvis Costello,,1979,Pop/Rock
78,1979,Street Life,The Crusaders,,1979,Jazz
79,1979,Flag,James Taylor,,1979,Pop/Rock
80,1979,Greatest Hits,Waylon Jennings,,1979,Country
83,1979,Touchdown,Bob James,,1978,Jazz
85,1979,The Boss,Diana Ross,,1979,R&B
86,1979,You're Never Alone With A Schizophrenic,Ian Hunter,,1979,Pop/Rock
87,1979,Alicia Bridges,Alicia Bridges,,1978,Pop/Rock
88,1979,Teddy,Teddy Pendergrass,,1979,R&B
89,1979,Go West,Village People,,1979,R&B
90,1979,Ace Frehley,Ace Frehley,,1978,Pop/Rock
91,1979,Live Bootleg,Aerosmith,,1978,Pop/Rock
92,1979,Sheik Yer Bouti,Frank Zappa,,1979,Pop/Rock
93,1979,Dionne,Dionne Warwick,,---, 
94,1979,Dynasty,KISS,,1979,Pop/Rock
95,1979,Knock On Wood,Amii Stewart,,1979,R&B
96,1979,Just A Game,Triumph,,1979,Pop/Rock
97,1979,What Cha Gonna Do With My Lovin',Stephanie Mills,,1979,R&B
98,1979,New Kind Of Feeling,Anne Murray,,1979,Country
99,1979,The Man,Barry White,,1978,R&B
100,1979,Monolith,Kansas,,1979,Pop/Rock
