RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
170,1997,Dig Your Own Hole,The Chemical Brothers,,1997,Electronic
171,1997,Def Jam's How To Be A Player,Soundtrack,,1997,Rap
172,1997,T.H.U.G.S. Trues Humbly United Gatherin' Souls,Flesh-N-Bone,,1996,Rap
173,1997,How Bizarre,OMC,,1997,Pop/Rock
174,1997,Blur,Blur,,1997,Pop/Rock
175,1997,Here's Your Sign,Bill Engvall,,1996,Comedy/Spoken
176,1997,Evil Empire,Rage Against The Machine,,1996,Pop/Rock
177,1997,Cryptic Writings,Megadeth,,1997,Pop/Rock
178,1997,ESPN Presents: Jock Jams Volume 3,Various Artists,,1997,Pop/Rock
179,1997,Nothing To Lose,Soundtrack,,1997,Stage & Screen
180,1997,Master P Presents...West Coast Bad Boyz II,Various Artists,,1997,Rap
181,1997,Greatest Hits,Neal McCoy,,1997,Country
182,1997,From The Muddy Banks Of The Wishkah,Nirvana,,1996,Pop/Rock
183,1997,Christmas Island,Jimmy Buffett,,1996,Pop/Rock
184,1997,Take A Look Over Your Shoulder (Reality),Warren G,,1997,Rap
185,1997,Behind The Eyes,Amy Grant,,1997,Religious
186,1997,Unlady Like,Mia X,,1997,Rap
187,1997,OK Computer,Radiohead,,1997,Pop/Rock
188,1997,Picture This,Jim Brickman,,1997,New Age
189,1997,"Love, Peace & Nappiness",Lost Boyz,,1997,Rap
190,1997,Daydream,Mariah Carey,,1995,R&B
191,1997,Rumor Has It,Clay Walker,,1997,Country
192,1997,Pure Disco,Various Artists,,1996,R&B
193,1997,The Score,Fugees,,1996,Rap
195,1997,Come On Over,Shania Twain,,1997,Country
199,1997,Much Afraid,Jars Of Clay,,1997,Pop/Rock
200,1997,Fever In Fever Out,Luscious Jackson,,1996,Pop/Rock
