RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
97,1996,Stripped,The Rolling Stones,,1995,Pop/Rock
98,1996,Unplugged,Alice In Chains,,1996,Pop/Rock
99,1996,Older,George Michael,,1996,Pop/Rock
100,1996,Boys For Pele,Tori Amos,,1996,Pop/Rock
101,1996,Odelay,Beck,,1996,Pop/Rock
102,1996,The Crow: City Of Angels,Soundtrack,,1996,Stage & Screen
103,1996,Cypress Hill III (Temple Of Boom),Cypress Hill,,1995,Rap
105,1996,The Coming,Busta Rhymes,,1996,Rap
106,1996,Set It Off,Soundtrack,,1996,Stage & Screen
107,1996,Revelations,Wynonna,,1996,Country
108,1996,Jock Jams Vol. 2,Various Artists,,1996,Pop/Rock
109,1996,Phenomenon,Soundtrack,,1996,Stage & Screen
110,1996,II,Boyz II Men,,1994,R&B
111,1996,"Beats, Rhymes And Life",A Tribe Called Quest,,1996,Rap
112,1996,Mission To Please,The Isley Brothers,,1996,R&B
113,1996,I Think About You,Collin Raye,,1995,Country
114,1996,New Beginning,SWV,,1996,R&B
115,1996,Sunset Park,Soundtrack,,1996,Stage & Screen
116,1996,Destiny,Gloria Estefan,,1996,Pop/Rock
117,1996,John Michael Montgomery,John Michael Montgomery,,1995,Country
118,1996,Banana Wind,Jimmy Buffett,,1996,Pop/Rock
119,1996,Best Of Volume 1,Van Halen,,1996,Pop/Rock
120,1996,Resurrection,Geto Boys,,1996,Rap
121,1996,MTV Party To Go Volume 8,Various Artists,,1995,R&B
122,1996,Legal Drug Money,Lost Boyz,,1995,Rap
123,1996,DREAMING OF YOU,Selena,,1995,Latin
124,1996,Foo Fighters,Foo Fighters,,1995,Pop/Rock
126,1996,Breathless,Kenny G,,1992,Jazz
127,1996,Korn,Korn,,1994,Pop/Rock
128,1996,Get On Up And Dance,Quad City DJ's,,1996,Rap
129,1996,Club Mix '96 Volume 1,Various Artists,,1996,Pop/Rock
130,1996,Smells Like Children,Marilyn Manson,,1995,Pop/Rock
131,1996,Electriclarryland,Butthole Surfers,,1996,Pop/Rock
132,1996,The Ghost Of Tom Joad,Bruce Springsteen,,1995,Pop/Rock
134,1996,Rubberneck,Toadies,,1995,Pop/Rock
135,1996,Dance Mix U.S.A. Vol. 4,Various Artists,,1996,Pop/Rock
137,1996,Ten Thousand Angels,Mindy McCready,,1996,Country
138,1996,Congratulations I'm Sorry,Gin Blossoms,,1996,Pop/Rock
140,1996,From The Muddy Banks Of The Wishkah,Nirvana,,1996,Pop/Rock
141,1996,So So Def Bass All-Stars,Various Artists,,1996,Pop/Rock
142,1996,Strait Out Of The Box,George Strait,,1995,Country
143,1996,Friends,Soundtrack,,2001,Stage & Screen
144,1996,Welcome To The Neighborhood,Meat Loaf,,1995,Pop/Rock
145,1996,When Love Finds You,Vince Gill,,1994,Country
146,1996,The Hunchback Of Notre Dame,Soundtrack,,1999,Stage & Screen
147,1996,Ballbreaker,AC/DC,,1995,Pop/Rock
148,1996,The Great Southern Trendkill,Pantera,,1996,Pop/Rock
149,1996,"Young, Rich And Dangerous",Kris Kross,,1996,Rap
150,1996,Off The Hook,Xscape,,1995,R&B
151,1996,Maxwell's Urban Hang Suite,Maxwell,,1996,R&B
152,1996,Sheryl Crow,Sheryl Crow,,1996,Pop/Rock
153,1996,Between Now And Forever,Bryan White,,1996,Country
154,1996,Recovering The Satellites,Counting Crows,,1996,Pop/Rock
155,1996,Now In A Minute,Donna Lewis,,1996,Pop/Rock
156,1996,Home,Deep Blue Something,,1995,Pop/Rock
157,1996,Antichrist Superstar,Marilyn Manson,,1996,Pop/Rock
158,1996,Wither Blister Burn + Peel,Stabbing Westward,,1996,Pop/Rock
159,1996,Anthology 3,The Beatles,,1996,Pop/Rock
160,1996,The Final Tic,Crucial Conflict,,1996,Rap
161,1996,The Greatest Hits,Clint Black,,1996,Country
163,1996,Str8 Off Tha Streetz Of Muthaphu**in Compton,Eazy-E,,1996,Rap
164,1996,High Lonesome Sound,Vince Gill,,1996,Country
165,1996,Friday,Soundtrack,,1995,Rap
166,1996,Total,Total,,1996,R&B
168,1996,18 Til I Die,Bryan Adams,,---, 
169,1996,AEnima,Tool,,1996,Pop/Rock
170,1996,Amplified Heart,Everything But The Girl,,1994,Pop/Rock
171,1996,Bow Down,Westside Connection,,1996,Rap
172,1996,Solo,Solo,,1995,R&B
173,1996,Tennessee Moon,Neil Diamond,,1996,Pop/Rock
174,1996,Pocahontas,Soundtrack,,1995,Stage & Screen
175,1996,This Is Christmas,Luther Vandross,,1995,R&B
176,1996,Don't Be A Menace To South Central...,Soundtrack,,1996,Stage & Screen
177,1996,"HIStory: Past, Present And Future Book 1",Michael Jackson,,1995,R&B
178,1996,Trial By Fire,Journey,,1996,Pop/Rock
179,1996,Braveheart,Soundtrack,,1995,Stage & Screen
180,1996,We Got It,Immature,,1995,R&B
181,1996,Hypnotize The Moon,Clay Walker,,1995,Country
182,1996,A Thin Line Between Love & Hate,Soundtrack,,1996,Stage & Screen
183,1996,Liquid Swords,Genius/GZA,,1995,Rap
185,1996,Ten,Pearl Jam,,1991,Pop/Rock
186,1996,Soul Food,Goodie Mob,,1995,Rap
187,1996,MTV Party To Go Volume 7,Various Artists,,1995,Pop/Rock
188,1996,Sublime,Sublime,,1996,Pop/Rock
189,1996,Twister,Soundtrack,,1996,Stage & Screen
190,1996,Brandy,Brandy,,1994,R&B
191,1996,"The Show, The After Party, The Hotel",Jodeci,,1995,R&B
192,1996,Mission: Impossible,Soundtrack,,1996,Stage & Screen
193,1996,Ice Cream Man,Master P,,1996,Rap
194,1996,No Need To Argue,The Cranberries,,1994,Pop/Rock
196,1996,Now That I've Found You: A Collection,Alison Krauss,,1995,Country
197,1996,The Colour Of My Love,Celine Dion,,1993,Pop/Rock
198,1996,Terri Clark,Terri Clark,,1995,Country
199,1996,Road Tested,Bonnie Raitt,,1995,Pop/Rock
