RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
65,2002,Cieli Di Toscana,Andrea Bocelli,,2002,Classical
66,2002,Come Home With Me,Cam'ron,,2002,Rap
67,2002,Juslisen (Just Listen),Musiq,,2002,R&B
68,2002,All That You Can't Leave Behind,U2,,2000,Pop/Rock
69,2002,Aaliyah,Aaliyah,,2001,R&B
70,2002,[Reanimation],Linkin Park,,2002,Pop/Rock
71,2002,Greatest Hits,Martina McBride,,2001,Country
72,2002,Full Moon,Brandy,,2002,R&B
73,2002,No More Drama (2002),Mary J. Blige,,2001,R&B
74,2002,Born To Do It,Craig David,,2001,R&B
75,2002,HOOBASTANK,Hoobastank,,2001,Pop/Rock
76,2002,Be Not Nobody,Vanessa Carlton,,2002,Pop/Rock
77,2002,Under Rug Swept,Alanis Morissette,,2002,Pop/Rock
79,2002,Forty Licks,The Rolling Stones,,2002,Pop/Rock
80,2002,Spider-Man,Soundtrack,,2002,Stage & Screen
82,2002,Fever,Kylie Minogue,,2002,Pop/Rock
83,2002,Totally Hits 2002,Various Artists,,2002,Pop/Rock
84,2002,Worship,Michael W. Smith,,2001,Religious
85,2002,The Sinister Urge,Rob Zombie,,2001,Pop/Rock
86,2002,The Great Depression,DMX,,2001,Rap
87,2002,Totally Hits 2001,Various Artists,,2001,Pop/Rock
88,2002,J.Lo,Jennifer Lopez,,2001,Pop/Rock
89,2002,"Whoa, Nelly!",Nelly Furtado,,2000,Pop/Rock
90,2002,Set This Circus Down,Tim McGraw,,2001,Country
91,2002,The Look Of Love,Diana Krall,,2001,Jazz
92,2002,Brushfire Fairytales,Jack Johnson,,2001,Pop/Rock
93,2002,SOUTHERN HUMMINGBIRD,Tweet,,2002,R&B
94,2002,1,The Beatles,,2000,Pop/Rock
95,2002,The Rebirth Of Kirk Franklin,Kirk Franklin,,2002,Religious
96,2002,Acoustic Soul,India.Arie,,2001,R&B
97,2002,The Fallout,Default,,2001,Pop/Rock
98,2002,B2K,B2K,,2002,R&B
99,2002,The Best Of Both Worlds,R. Kelly & Jay-Z,,2002,Rap
100,2002,No More Drama,Mary J. Blige,,2001,R&B
101,2002,I Am Sam,Soundtrack,,2002,Stage & Screen
102,2002,Believe,Disturbed,,2002,Pop/Rock
103,2002,Shaman,Santana,,2002,Pop/Rock
104,2002,Tarantula,Mystikal,,2001,Rap
105,2002,Is This It,The Strokes,,2001,Pop/Rock
106,2002,October Road,James Taylor,,2002,Pop/Rock
107,2002,...All This Time,Sting,,2001,Pop/Rock
108,2002,Christmas Memories,Barbra Streisand,,2001,Vocal
109,2002,Moulin Rouge,Soundtrack,,2002,Stage & Screen
110,2002,ANThology,Alien Ant Farm,,2001,Pop/Rock
111,2002,Greatest Hits,Tim McGraw,,2000,Country
112,2002,The Very Best Of Rod Stewart,Rod Stewart,,2001,Pop/Rock
113,2002,Irv Gotti Presents The Inc,Various Artists,,2002,Rap
114,2002,Now 7,Various Artists,,2001,Pop/Rock
115,2002,Faithfully,Faith Evans,,2001,R&B
116,2002,Ecstasy,Avant,,2002,R&B
117,2002,Infamy,Mobb Deep,,2001,Rap
118,2002,CAMINO PALMERO,The Calling,,2001,Pop/Rock
119,2002,Justified,Justin Timberlake,,2002,Pop/Rock
120,2002,America: A Tribute To Heroes,Various Artists,,2001,Pop/Rock
121,2002,Diary Of A Sinner: 1st Entry,Petey Pablo,,2001,Rap
122,2002,Stripped,Christina Aguilera,,2002,Pop/Rock
123,2002,The Blueprint,JAY-Z,,2001,Rap
124,2002,"O, Yeah! Ultimate Aerosmith Hits",Aerosmith,,2002,Pop/Rock
125,2002,The Scorpion King,Soundtrack,,2002,Stage & Screen
126,2002,Coyote Ugly,Soundtrack,,2000,Stage & Screen
127,2002,Lord Willin',Clipse,,2002,Rap
128,2002,Almost There,MercyMe,,2001,Religious
129,2002,Better Days,Joe,,2001,R&B
130,2002,Mahogany Soul,Angie Stone,,2001,R&B
131,2002,The Road Less Traveled,George Strait,,2001,Country
132,2002,The Lord Of The Rings: The Fellowship Of The Ring,Soundtrack,,2001,Stage & Screen
133,2002,Believe,Yolanda Adams,,2001,Religious
134,2002,Everyday,Dave Matthews Band,,2001,Pop/Rock
136,2002,International Superhits!,Green Day,,2001,Pop/Rock
137,2002,The Blueprint 2: The Gift And The Curse,JAY-Z,,2002,Rap
138,2002,[Ghetto Love],Jaheim,,2001,R&B
139,2002,Mended,Marc Anthony,,2002,Latin
140,2002,A Rush Of Blood To The Head,Coldplay,,2002,Pop/Rock
141,2002,Survivor,Destiny's Child,,2001,R&B
142,2002,Thug Holiday,Trick Daddy,,2002,Rap
143,2002,Greatest Hits,Kenny Chesney,,2000,Country
144,2002,Oh Aaron,Aaron Carter,,2001,Pop/Rock
145,2002,New Old Songs (Re-Mix),Limp Bizkit,,2001,Pop/Rock
146,2002,Steers & Stripes,Brooks & Dunn,,2001,Country
147,2002,Soul Sista,KeKe Wyatt,,2001,R&B
148,2002,Drops Of Jupiter,Train,,2001,Pop/Rock
149,2002,Down To Earth,Ozzy Osbourne,,2001,Pop/Rock
150,2002,The Fix,Scarface,,2002,Rap
151,2002,Disney's Lilo & Stitch,Soundtrack,,2002,Stage & Screen
152,2002,A Gangster And A Gentleman,Styles,,2002,Rap
153,2002,Lovehatetragedy,Papa Roach,,2002,Pop/Rock
155,2002,LIFE GOES ON,Donell Jones,,2002,R&B
156,2002,Highly Evolved,The Vines,,2002,Pop/Rock
157,2002,Sticks And Stones,New Found Glory,,2002,Pop/Rock
158,2002,God Bless America,Various Artists,,2001,Pop/Rock
159,2002,Enchantment,Charlotte Church,,2001,Classical
160,2002,18,Moby,,2002,Electronic
161,2002,Dirty Vegas,Dirty Vegas,,2002,Electronic
162,2002,MTV Unplugged,JAY-Z,,2001,Rap
163,2002,Totally Country,Various Artists,,2002,Country
164,2002,Gutterflower,Goo Goo Dolls,,2002,Pop/Rock
165,2002,A Walk To Remember,Soundtrack,,2002,Stage & Screen
166,2002,WOW Hits 2002,Various Artists,,2001,Religious
167,2002,Maladroit,Weezer,,2002,Pop/Rock
168,2002,In Search Of...,N*E*R*D,,1981,Country
169,2002,Mario,Mario,,2002,R&B
170,2002,Hard Candy,Counting Crows,,2002,Pop/Rock
171,2002,Gravity,Our Lady Peace,,2002,Pop/Rock
172,2002,Rascal Flatts,Rascal Flatts,,2000,Country
173,2002,I'm Already There,Lonestar,,2001,Country
174,2002,All For You,Janet,,2001,R&B
175,2002,All Killer No Filler,Sum 41,,2001,Pop/Rock
176,2002,White Blood Cells,The White Stripes,,2001,Pop/Rock
177,2002,God's Favorite,N.O.R.E.,,2002,Rap
178,2002,NOW,Maxwell,,2001,R&B
179,2002,Lenny,Lenny Kravitz,,2001,Pop/Rock
180,2002,XXX,Soundtrack,,2002,Stage & Screen
181,2002,The Concert For New York City,Various Artists,,2001,Pop/Rock
182,2002,Silver Lining,Bonnie Raitt,,2002,Pop/Rock
183,2002,Nirvana,Nirvana,,2002,Pop/Rock
184,2002,Eve-Olution,Eve,,2002,Rap
185,2002,The Sickness,Disturbed,,2000,Pop/Rock
186,2002,"Ryde Or Die Vol. III: In The ""R"" We Trust",Various Artists,,2001,Rap
187,2002,Come Together,Third Day,,2001,Pop/Rock
188,2002,8 Days Of Christmas,Destiny's Child,,2001,Holiday
189,2002,WWF: Forceable Entry,Various Artists,,2002,Pop/Rock
190,2002,Voyage To India,India.Arie,,2002,R&B
191,2002,Country Grammar,Nelly,,2000,Rap
192,2002,Thug Misses,Khia Featuring DSD,,2002,Rap
193,2002,Man vs Machine,Xzibit,,2002,Rap
194,2002,Greatest Hits,Lenny Kravitz,,2000,Pop/Rock
195,2002,All I Have,Amerie,,2002,R&B
196,2002,Living Proof,Cher,,2002,Pop/Rock
197,2002,MTV Unplugged No. 2.0,Lauryn Hill,,2002,R&B
198,2002,500 Degreez,Lil Wayne,,2002,Rap
199,2002,American Idol: Greatest Moments,Soundtrack,,2002,Pop/Rock
200,2002,Ghetto Fabolous,Fabolous,,2001,Rap
