RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
122,1995,Voodoo Lounge,The Rolling Stones,,1994,Pop/Rock
123,1995,The Concert,Barbra Streisand,,1994,Vocal
124,1995,Music Box,Mariah Carey,,1993,R&B
125,1995,Tales From The Punch Bowl,Primus,,1995,Pop/Rock
126,1995,Greatest Hits III,Alabama,,1994,Country
127,1995,Blackstreet,BLACKstreet,,1994,R&B
128,1995,Forever Blue,Chris Isaak,,1995,Pop/Rock
130,1995,If I Could Make A Living,Clay Walker,,1994,Country
131,1995,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,,1993,Pop/Rock
132,1995,Very Necessary,Salt-N-Pepa,,1993,Rap
135,1995,Foo Fighters,Foo Fighters,,1995,Pop/Rock
137,1995,Encomium: A Tribute To Led Zeppelin,Various Artists,,1995,Pop/Rock
138,1995,Barometer Soup,Jimmy Buffett,,1995,Pop/Rock
139,1995,Rotting Pinata,Sponge,,1994,Pop/Rock
141,1995,Operation Stackola,Luniz,,1995,Rap
142,1995,The Sweetest Days,Vanessa Williams,,1995,R&B
143,1995,Design Of A Decade 1986/1996,Janet Jackson,,1995,R&B
144,1995,These Days,Bon Jovi,,1995,Pop/Rock
145,1995,Mortal Kombat,Soundtrack,,1995,Stage & Screen
146,1995,Insomniac,Green Day,,1995,Pop/Rock
149,1995,Return To The 36 Chambers,Ol' Dirty Bastard,,1995,Rap
150,1995,Youthanasia,Megadeth,,1994,Pop/Rock
151,1995,MTV Party To Go Volume 6,Various Artists,,1995,Pop/Rock
153,1995,In A Major Way,E-40,,1995,Rap
154,1995,Dogg Food,Tha Dogg Pound,,1995,Rap
155,1995,What A Crying Shame,The Mavericks,,1994,Country
156,1995,Above,Mad Season,,1995,Pop/Rock
157,1995,Greatest Hits,Queen,,2004,Pop/Rock
158,1995,MCMXC A.D.,Enigma,,1990,New Age
160,1995,Starting Over,Reba McEntire,,1995,Country
161,1995,Bad Boys,Soundtrack,,1995,Stage & Screen
162,1995,Ballbreaker,AC/DC,,1995,Pop/Rock
163,1995,Boombastic,Shaggy,,1995,Reggae
164,1995,Amor Prohibido,Selena,,1994,Latin
165,1995,Amerikkka's Nightmare,Spice 1,,1994,Rap
166,1995,The Long Black Veil,The Chieftains,,1995,International
167,1995,Blackhawk,BlackHawk,,1994,Country
168,1995,The Lion King Sing-Along (EP),Soundtrack Cast,,---, 
169,1995,Thinkin' Problem,David Ball,,1994,Country
170,1995,janet.,Janet Jackson,,1993,R&B
172,1995,Toni Braxton,Toni Braxton,,1993,R&B
173,1995,Mirror Ball,Neil Young,,1995,Pop/Rock
174,1995,Ready To Wear (Pret-A-Porter),Soundtrack,,1995,Pop/Rock
175,1995,Greatest Hits 1990-1995,Sawyer Brown,,1995,Country
176,1995,Brown Sugar,D'Angelo,,1995,R&B
177,1995,When I Woke,Rusted Root,,1994,Pop/Rock
178,1995,Woodstock 94,Various Artists,,1994,Pop/Rock
179,1995,The Jerky Boys 2,The Jerky Boys,,1994,Comedy/Spoken
180,1995,The Infamous,Mobb Deep,,1995,Rap
181,1995,Miss Thang,Monica,,1995,R&B
182,1995,Safe + Sound,DJ Quik,,1995,Rap
183,1995,The Greatest Hits Collection,Alan Jackson,,1995,Country
185,1995,The Presidents Of The United States Of America,The Presidents Of The United States Of America,,1995,Pop/Rock
186,1995,Ill Communication,Beastie Boys,,1994,Rap
187,1995,Don Juan Demarco,Soundtrack,,1995,Pop/Rock
188,1995,Dumb And Dumber,Soundtrack,,1995,Stage & Screen
189,1995,Shepherd Moons,Enya,,1991,New Age
190,1995,Faith,Faith Evans,,1995,R&B
192,1995,Kirk Franklin And The Family,Kirk Franklin And The Family,,1993,Religious
193,1995,I Remember You,Brian McKnight,,1995,R&B
194,1995,Greatest Hits Volume Two,Reba McEntire,,1993,Country
195,1995,Short Bus,Filter,,1995,Pop/Rock
196,1995,New Jersey Drive Vol. 1,Soundtrack,,1995,Rap
197,1995,Conspiracy,Junior M.A.F.I.A.,,1995,Rap
198,1995,Singin' With The Big Bands,Barry Manilow,,1994,Pop/Rock
199,1995,Groove On,Gerald Levert,,1995,R&B
200,1995,Playtyme Is Over,Immature,,1994,R&B
